state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10920,10920,1077,25
Illinois,17,0,0,5764,0
California,06,0,0,9365,0
Arizona,04,26312,26312,2699,240
Massachusetts,25,14139,14139,1259,0
Wisconsin,55,17569,17569,1780,197
Texas,48,0,0,9109,0
Nebraska,31,4380,4380,869,64
Utah,49,8423,8423,584,144
Oregon,41,4649,4649,625,306
Florida,12,56269,56269,4248,377
New York,36,89995,89995,3924,0
Rhode Island,44,4732,4732,408,62
Georgia,13,35326,35326,2644,263
New Hampshire,33,842,842,162,1
North Carolina,37,0,0,2039,0
New Jersey,34,41745,41745,3287,440
Colorado,08,14363,14363,1995,247
Maryland,24,21395,21395,1578,189
Nevada,32,0,0,1652,0
Tennessee,47,12310,12310,2744,101
Hawaii,15,1291,1291,54,3
Indiana,18,26854,26854,3441,430
Kentucky,21,10190,10190,1768,0
Minnesota,27,17378,17378,1704,267
Oklahoma,40,12578,12578,1782,285
Pennsylvania,42,0,0,4982,0
South Carolina,45,12023,12023,911,113
District of Columbia,11,0,0,165,0
Kansas,20,5290,5290,1196,185
Missouri,29,0,0,2651,0
Vermont,50,0,0,33,0
Virginia,51,14883,14883,1860,158
Connecticut,09,12257,12257,1202,0
Iowa,19,0,0,1162,0
Louisiana,22,0,0,1288,0
Ohio,39,27885,27885,5208,436
Michigan,26,0,0,4266,0
South Dakota,46,4626,4626,531,54
Arkansas,05,9110,9110,1088,89
Delaware,10,0,0,273,0
Mississippi,28,7486,7486,1135,0
New Mexico,35,7019,7019,940,121
North Dakota,38,2791,2791,316,40
Wyoming,56,809,809,234,16
Alaska,02,768,768,164,19
Maine,23,725,725,138,16
Alabama,01,25821,25821,1801,211
Idaho,16,4135,4135,446,86
Montana,30,2733,2733,478,53
West Virginia,54,0,0,622,0
