state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,15160,15160,1117,49
Illinois,17,0,0,3905,0
California,06,0,0,22485,0
Arizona,04,40303,40303,4789,406
Massachusetts,25,16098,16098,2428,0
Wisconsin,55,21796,21796,1123,216
Texas,48,0,0,13308,0
Nebraska,31,5321,5321,527,31
Utah,49,11356,11356,578,116
Oregon,41,6635,6635,520,137
Florida,12,64783,64783,7345,386
New York,36,89995,89995,8590,0
Rhode Island,44,6837,6837,409,50
Georgia,13,43018,43018,5642,423
New Hampshire,33,918,918,305,2
North Carolina,37,0,0,3781,0
New Jersey,34,49058,49058,3702,288
Colorado,08,18818,18818,988,71
Maryland,24,27542,27542,1771,175
Nevada,32,0,0,1867,0
Tennessee,47,14835,14835,3465,75
Hawaii,15,1817,1817,96,42
Indiana,18,36121,36121,2907,265
Kentucky,21,13850,13850,1760,56
Minnesota,27,22337,22337,842,157
Oklahoma,40,17554,17554,1909,61
Pennsylvania,42,0,0,5684,0
South Carolina,45,14851,14851,2344,53
District of Columbia,11,0,0,260,0
Kansas,20,6955,6955,662,0
Missouri,29,0,0,2657,0
Vermont,50,0,0,44,0
Virginia,51,18526,18526,2918,139
Connecticut,09,12257,12257,1149,0
Iowa,19,0,0,582,0
Louisiana,22,0,0,1974,0
Ohio,39,39650,39650,4446,538
Michigan,26,0,0,2758,0
South Dakota,46,5764,5764,270,22
Arkansas,05,11743,11743,1323,229
Delaware,10,0,0,431,0
Mississippi,28,8260,8260,1518,0
New Mexico,35,10163,10163,740,129
North Dakota,38,3597,3597,93,21
Wyoming,56,1168,1168,114,45
Alaska,02,1056,1056,93,23
Maine,23,1117,1117,191,10
Alabama,01,35430,35430,3080,0
Idaho,16,5745,5745,254,39
Montana,30,3686,3686,212,36
West Virginia,54,0,0,806,0
