state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7127,7127,348,29
Illinois,17,0,0,1584,0
California,06,0,0,3735,0
Arizona,04,21800,21800,550,26
Massachusetts,25,12462,12462,310,20
Wisconsin,55,6406,6406,343,56
Texas,48,0,0,3311,0
Nebraska,31,2154,2154,176,15
Utah,49,3361,3361,178,23
Oregon,41,2279,2279,135,44
Florida,12,42127,42127,2574,281
New York,36,89995,89995,481,0
Rhode Island,44,2650,2650,81,6
Georgia,13,26665,26665,2098,271
New Hampshire,33,722,722,9,1
North Carolina,37,0,0,916,0
New Jersey,34,23003,23003,406,38
Colorado,08,7262,7262,273,22
Maryland,24,14918,14918,371,34
Nevada,32,0,0,483,0
Tennessee,47,7848,7848,888,82
Hawaii,15,638,638,225,2
Indiana,18,11858,11858,809,62
Kentucky,21,4924,4924,533,19
Minnesota,27,6979,6979,238,25
Oklahoma,40,5562,5562,561,96
Pennsylvania,42,0,0,483,0
South Carolina,45,8502,8502,745,54
District of Columbia,11,0,0,89,0
Kansas,20,2572,2572,192,0
Missouri,29,0,0,1021,0
Vermont,50,0,0,7,0
Virginia,51,10337,10337,1015,44
Connecticut,09,11357,11357,71,0
Iowa,19,0,0,284,0
Louisiana,22,0,0,667,0
Ohio,39,14481,14481,666,103
Michigan,26,0,0,590,0
South Dakota,46,1195,1195,133,24
Arkansas,05,4802,4802,389,66
Delaware,10,0,0,61,0
Mississippi,28,5499,5499,667,0
New Mexico,35,3284,3284,59,10
North Dakota,38,657,657,62,11
Wyoming,56,230,230,16,0
Alaska,02,278,278,44,3
Maine,23,432,432,10,1
Alabama,01,15756,15756,716,0
Idaho,16,1612,1612,105,8
Montana,30,539,539,109,8
West Virginia,54,0,0,155,0
