state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7786,7786,352,0
Illinois,17,0,0,1764,0
California,06,0,0,3070,0
Arizona,04,20257,20257,667,4
Massachusetts,25,12882,12882,501,11
Wisconsin,55,8454,8454,950,56
Texas,48,0,0,3870,0
Nebraska,31,2526,2526,304,0
Utah,49,4331,4331,259,25
Oregon,41,2741,2741,212,0
Florida,12,46541,46541,2206,91
New York,36,89995,89995,878,0
Rhode Island,44,2961,2961,126,11
Georgia,13,29656,29656,1666,21
New Hampshire,33,752,752,22,2
North Carolina,37,0,0,1109,0
New Jersey,34,23906,23906,662,12
Colorado,08,7915,7915,370,22
Maryland,24,16107,16107,384,49
Nevada,32,0,0,509,0
Tennessee,47,9248,9248,945,33
Hawaii,15,935,935,103,6
Indiana,18,13984,13984,1238,124
Kentucky,21,6121,6121,672,27
Minnesota,27,8421,8421,446,67
Oklahoma,40,7284,7284,758,46
Pennsylvania,42,0,0,725,0
South Carolina,45,9600,9600,684,22
District of Columbia,11,0,0,87,0
Kansas,20,3239,3239,355,54
Missouri,29,0,0,1313,0
Vermont,50,0,0,0,0
Virginia,51,11553,11553,965,34
Connecticut,09,11845,11845,155,0
Iowa,19,0,0,449,0
Louisiana,22,0,0,577,0
Ohio,39,16442,16442,949,43
Michigan,26,0,0,899,0
South Dakota,46,1886,1886,278,20
Arkansas,05,5960,5960,608,50
Delaware,10,0,0,105,0
Mississippi,28,6237,6237,600,184
New Mexico,35,3735,3735,127,25
North Dakota,38,1099,1099,233,23
Wyoming,56,338,338,51,15
Alaska,02,352,352,52,7
Maine,23,463,463,7,0
Alabama,01,18179,18179,856,0
Idaho,16,2041,2041,192,10
Montana,30,904,904,291,12
West Virginia,54,0,0,168,0
