state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,581,0
Illinois,17,0,0,4190,0
California,06,0,0,4291,0
Arizona,04,2703,2703,796,30
Massachusetts,25,8539,8539,2597,83
Wisconsin,55,2038,2038,364,20
Texas,48,0,0,1512,0
Nebraska,31,0,0,0,0
Utah,49,586,586,181,8
Oregon,41,699,699,153,8
Florida,12,8478,8478,0,85
New York,36,86575,86575,5897,368
Rhode Island,44,1418,1418,260,15
Georgia,13,6790,6790,1010,55
New Hampshire,33,347,347,115,12
North Carolina,37,0,0,493,0
New Jersey,34,0,0,3411,0
Colorado,08,3872,3872,650,6
Maryland,24,6993,6993,1460,238
Nevada,32,0,0,423,0
Tennessee,47,1482,1482,513,8
Hawaii,15,82,82,0,1
Indiana,18,4389,4389,1246,0
Kentucky,21,1896,1896,381,0
Minnesota,27,2090,2090,487,51
Oklahoma,40,880,880,180,2
Pennsylvania,42,0,0,1821,0
South Carolina,45,1421,1421,0,0
District of Columbia,11,0,0,369,0
Kansas,20,724,724,0,0
Missouri,29,0,0,775,0
Vermont,50,0,0,14,0
Virginia,51,3775,3775,1524,51
Connecticut,09,10946,10946,937,0
Iowa,19,0,0,376,0
Louisiana,22,0,0,1019,0
Ohio,39,4921,4921,914,51
Michigan,26,0,0,1114,0
South Dakota,46,312,312,77,8
Arkansas,05,520,520,65,0
Delaware,10,0,0,229,0
Mississippi,28,1773,1773,608,25
New Mexico,35,886,886,211,0
North Dakota,38,130,130,30,0
Wyoming,56,70,70,8,1
Alaska,02,46,46,13,1
Maine,23,216,216,37,2
Alabama,01,1392,1392,460,5
Idaho,16,213,213,26,0
Montana,30,63,63,3,0
West Virginia,54,0,0,48,0
