state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7956,7956,376,73
Illinois,17,0,0,2016,0
California,06,0,0,3035,0
Arizona,04,20491,20491,747,29
Massachusetts,25,12971,12971,513,25
Wisconsin,55,9027,9027,1101,135
Texas,48,0,0,4248,0
Nebraska,31,2631,2631,323,38
Utah,49,4559,4559,304,48
Oregon,41,2868,2868,199,20
Florida,12,47396,47396,2083,173
New York,36,89995,89995,918,0
Rhode Island,44,3015,3015,137,16
Georgia,13,30217,30217,1668,136
New Hampshire,33,761,761,16,0
North Carolina,37,0,0,1148,0
New Jersey,34,24160,24160,728,68
Colorado,08,8169,8169,434,42
Maryland,24,16288,16288,416,33
Nevada,32,0,0,469,0
Tennessee,47,9489,9489,1281,73
Hawaii,15,978,978,103,17
Indiana,18,14473,14473,1311,120
Kentucky,21,6545,6545,667,39
Minnesota,27,8718,8718,484,66
Oklahoma,40,7601,7601,793,0
Pennsylvania,42,0,0,830,0
South Carolina,45,9854,9854,769,56
District of Columbia,11,0,0,86,0
Kansas,20,3370,3370,456,61
Missouri,29,0,0,1443,0
Vermont,50,0,0,1,0
Virginia,51,11780,11780,1002,76
Connecticut,09,12043,12043,184,0
Iowa,19,0,0,468,0
Louisiana,22,0,0,557,0
Ohio,39,16910,16910,1084,86
Michigan,26,0,0,1000,0
South Dakota,46,2044,2044,299,44
Arkansas,05,6243,6243,583,44
Delaware,10,0,0,104,0
Mississippi,28,6237,6237,596,0
New Mexico,35,3861,3861,168,42
North Dakota,38,1221,1221,217,29
Wyoming,56,359,359,51,5
Alaska,02,373,373,59,8
Maine,23,466,466,11,2
Alabama,01,18855,18855,859,220
Idaho,16,2137,2137,219,15
Montana,30,986,986,319,27
West Virginia,54,0,0,188,0
