state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7215,7215,395,0
Illinois,17,0,0,1469,0
California,06,0,0,3510,0
Arizona,04,21882,21882,528,17
Massachusetts,25,12537,12537,362,23
Wisconsin,55,6619,6619,362,50
Texas,48,0,0,3124,0
Nebraska,31,2194,2194,185,13
Utah,49,3477,3477,177,33
Oregon,41,2356,2356,145,15
Florida,12,42858,42858,2266,143
New York,36,89995,89995,467,0
Rhode Island,44,2687,2687,75,12
Georgia,13,27338,27338,1944,135
New Hampshire,33,725,725,8,0
North Carolina,37,0,0,882,0
New Jersey,34,23120,23120,412,24
Colorado,08,7357,7357,237,10
Maryland,24,15119,15119,324,49
Nevada,32,0,0,443,0
Tennessee,47,8116,8116,837,53
Hawaii,15,700,700,200,15
Indiana,18,12091,12091,762,56
Kentucky,21,5026,5026,496,24
Minnesota,27,7124,7124,241,33
Oklahoma,40,5843,5843,522,88
Pennsylvania,42,0,0,470,0
South Carolina,45,8708,8708,826,39
District of Columbia,11,0,0,85,0
Kansas,20,2671,2671,286,0
Missouri,29,0,0,1004,0
Vermont,50,0,0,3,0
Virginia,51,10562,10562,960,42
Connecticut,09,11447,11447,77,0
Iowa,19,0,0,282,0
Louisiana,22,0,0,647,0
Ohio,39,14750,14750,585,63
Michigan,26,0,0,557,0
South Dakota,46,1268,1268,153,22
Arkansas,05,4963,4963,372,31
Delaware,10,0,0,53,0
Mississippi,28,5499,5499,630,0
New Mexico,35,3335,3335,68,15
North Dakota,38,716,716,78,11
Wyoming,56,242,242,16,2
Alaska,02,283,283,41,0
Maine,23,439,439,14,2
Alabama,01,16227,16227,747,0
Idaho,16,1701,1701,146,19
Montana,30,567,567,104,12
West Virginia,54,0,0,169,0
