state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14096,14096,1200,188
Illinois,17,0,0,4083,0
California,06,0,0,20059,0
Arizona,04,35390,35390,4190,53
Massachusetts,25,15905,15905,2156,0
Wisconsin,55,20829,20829,1089,95
Texas,48,0,0,10886,0
Nebraska,31,5104,5104,503,19
Utah,49,10584,10584,517,62
Oregon,41,6168,6168,530,0
Florida,12,62296,62296,5910,178
New York,36,89995,89995,7183,0
Rhode Island,44,6131,6131,442,0
Georgia,13,40787,40787,4499,139
New Hampshire,33,895,895,270,1
North Carolina,37,0,0,3123,0
New Jersey,34,46373,46373,3469,116
Colorado,08,17912,17912,1186,52
Maryland,24,25851,25851,1692,134
Nevada,32,0,0,1885,0
Tennessee,47,14091,14091,3023,20
Hawaii,15,1711,1711,64,0
Indiana,18,34102,34102,2811,267
Kentucky,21,13067,13067,1504,32
Minnesota,27,21315,21315,1048,102
Oklahoma,40,16289,16289,1729,167
Pennsylvania,42,0,0,5905,0
South Carolina,45,13975,13975,1780,81
District of Columbia,11,0,0,232,0
Kansas,20,6424,6424,1014,0
Missouri,29,0,0,2696,0
Vermont,50,0,0,34,0
Virginia,51,17548,17548,2495,84
Connecticut,09,12257,12257,1200,0
Iowa,19,0,0,553,0
Louisiana,22,0,0,1530,0
Ohio,39,36786,36786,4371,273
Michigan,26,0,0,3108,0
South Dakota,46,5561,5561,274,28
Arkansas,05,11009,11009,1093,53
Delaware,10,0,0,403,0
Mississippi,28,8039,8039,1377,0
New Mexico,35,9266,9266,758,85
North Dakota,38,3495,3495,106,10
Wyoming,56,1040,1040,146,1
Alaska,02,992,992,71,1
Maine,23,1024,1024,183,4
Alabama,01,32115,32115,2585,0
Idaho,16,5392,5392,393,35
Montana,30,3451,3451,200,22
West Virginia,54,0,0,699,0
