state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5397,5397,478,23
Illinois,17,0,0,1383,0
California,06,0,0,8317,0
Arizona,04,9394,9394,2564,1643
Massachusetts,25,11855,11855,364,22
Wisconsin,55,4493,4493,246,73
Texas,48,0,0,9593,0
Nebraska,31,1587,1587,117,17
Utah,49,2295,2295,233,42
Oregon,41,1514,1514,237,40
Florida,12,25280,25280,8992,590
New York,36,89995,89995,648,0
Rhode Island,44,2182,2182,68,8
Georgia,13,17544,17544,3157,406
New Hampshire,33,690,690,21,2
North Carolina,37,0,0,1244,0
New Jersey,34,21321,21321,718,0
Colorado,08,6319,6319,353,48
Maryland,24,12389,12389,544,50
Nevada,32,0,0,1147,0
Tennessee,47,4280,4280,1420,0
Hawaii,15,165,165,39,2
Indiana,18,8505,8505,907,61
Kentucky,21,3279,3279,584,3
Minnesota,27,5028,5028,294,67
Oklahoma,40,2987,2987,596,115
Pennsylvania,42,0,0,716,0
South Carolina,45,5117,5117,1575,290
District of Columbia,11,0,0,106,0
Kansas,20,1644,1644,212,0
Missouri,29,0,0,797,0
Vermont,50,0,0,18,0
Virginia,51,7686,7686,1294,39
Connecticut,09,10712,10712,54,0
Iowa,19,0,0,253,0
Louisiana,22,0,0,1583,0
Ohio,39,10425,10425,1144,140
Michigan,26,0,0,670,0
South Dakota,46,808,808,49,2
Arkansas,05,2686,2686,501,62
Delaware,10,0,0,62,0
Mississippi,28,4103,4103,1184,71
New Mexico,35,2614,2614,160,24
North Dakota,38,343,343,35,6
Wyoming,56,162,162,15,4
Alaska,02,143,143,44,5
Maine,23,384,384,12,1
Alabama,01,9893,9893,1598,199
Idaho,16,750,750,209,9
Montana,30,205,205,62,4
West Virginia,54,0,0,94,0
