state,fips,cases,deaths
Washington,53,353981,5206
Illinois,17,1215745,23235
California,06,3628366,56719
Arizona,04,833883,16574
Massachusetts,25,604666,16688
Wisconsin,55,626537,7184
Texas,48,2738219,46827
Nebraska,31,205646,2238
Utah,49,379139,2032
Oregon,41,160084,2348
Florida,12,1984417,32448
New York,36,1755450,48624
Rhode Island,44,131750,2583
Georgia,13,1011361,17735
New Hampshire,33,79070,1202
North Carolina,37,892563,11753
New Jersey,34,844563,23966
Colorado,08,447149,6129
Maryland,24,394900,8080
Nevada,32,299875,5136
Tennessee,47,779888,11547
Hawaii,15,28357,448
Indiana,18,676799,12876
Kentucky,21,420889,5166
Minnesota,27,498994,6817
Oklahoma,40,433025,4788
Pennsylvania,42,975872,24714
South Carolina,45,534869,8881
District of Columbia,11,42730,1042
Kansas,20,301170,4835
Missouri,29,575568,8797
Vermont,50,17047,215
Virginia,51,597141,10104
Connecticut,09,293955,7799
Iowa,19,343851,5658
Louisiana,22,438557,9925
Ohio,39,992223,17992
Michigan,26,676467,16796
South Dakota,46,114791,1912
Arkansas,05,327456,5493
Delaware,10,90751,1514
Mississippi,28,301250,6929
New Mexico,35,188664,3862
North Dakota,38,101181,1489
Wyoming,56,55352,693
Alaska,02,60277,292
Maine,23,47388,725
Alabama,01,508717,10337
Idaho,16,176133,1931
Montana,30,102469,1397
West Virginia,54,136019,2546
