state,fips,cases,deaths
Washington,53,161911,2825
Illinois,17,698364,12609
California,06,1176137,19025
Arizona,04,314326,6568
Massachusetts,25,214594,10604
Wisconsin,55,398104,3431
Texas,48,1223896,21709
Nebraska,31,123124,1011
Utah,49,184382,834
Oregon,41,70006,884
Florida,12,961668,18253
New York,36,624961,33959
Rhode Island,44,52317,1335
Georgia,13,445204,9089
New Hampshire,33,18776,514
North Carolina,37,348148,5177
New Jersey,34,324207,16925
Colorado,08,217655,2977
Maryland,24,190635,4547
Nevada,32,144794,2093
Tennessee,47,345371,4468
Hawaii,15,17678,235
Indiana,18,321595,5561
Kentucky,21,170081,1983
Minnesota,27,289362,3434
Oklahoma,40,184342,1680
Pennsylvania,42,340998,10271
South Carolina,45,210905,4317
District of Columbia,11,20736,677
Kansas,20,150522,1503
Missouri,29,300825,3932
Vermont,50,3827,64
Virginia,51,228900,4029
Connecticut,09,109152,4926
Iowa,19,223323,2349
Louisiana,22,225638,6350
Ohio,39,382743,6274
Michigan,26,352342,9169
South Dakota,46,76142,849
Arkansas,05,152625,2436
Delaware,10,33579,761
Mississippi,28,147382,3763
New Mexico,35,89796,1469
North Dakota,38,76448,903
Wyoming,56,30761,215
Alaska,02,29940,113
Maine,23,11265,190
Alabama,01,241957,3572
Idaho,16,97007,901
Montana,30,59682,658
West Virginia,54,44180,712
