state,fips,cases,deaths
Washington,53,18172,957
Illinois,17,79123,3480
California,06,69514,2820
Arizona,04,11380,542
Massachusetts,25,78462,5108
Wisconsin,55,10581,409
Texas,48,40988,1137
Nebraska,31,8575,99
Utah,49,6364,68
Oregon,41,3286,130
Florida,12,40974,1734
New York,36,342267,27003
Rhode Island,44,11450,430
Georgia,13,32448,1420
New Hampshire,33,3160,133
North Carolina,37,15069,571
New Jersey,34,139945,9310
Colorado,08,19793,986
Maryland,24,33483,1683
Nevada,32,6152,312
Tennessee,47,15423,248
Hawaii,15,623,17
Indiana,18,25134,1540
Kentucky,21,6710,325
Minnesota,27,11798,591
Oklahoma,40,4613,274
Pennsylvania,42,60557,3846
South Carolina,45,7792,346
District of Columbia,11,6389,328
Kansas,20,7161,174
Missouri,29,10025,512
Vermont,50,926,53
Virginia,51,25070,850
Connecticut,09,33765,3008
Iowa,19,12373,271
Louisiana,22,31881,2308
Ohio,39,24785,1357
Michigan,26,47526,4584
South Dakota,46,3614,34
Arkansas,05,4043,94
Delaware,10,6565,225
Mississippi,28,9674,435
New Mexico,35,5069,208
North Dakota,38,1518,36
Wyoming,56,669,7
Alaska,02,380,8
Maine,23,1462,65
Alabama,01,10164,403
Idaho,16,2261,69
Montana,30,459,16
West Virginia,54,1370,57
