state,fips,cases,deaths
Washington,53,97527,2289
Illinois,17,322985,9245
California,06,857076,16581
Arizona,04,225575,5759
Massachusetts,25,138903,9604
Wisconsin,55,158426,1477
Texas,48,832750,17047
Nebraska,31,52382,525
Utah,49,85844,518
Oregon,41,37263,600
Florida,12,734483,15363
New York,36,479013,32879
Rhode Island,44,26294,1130
Georgia,13,336586,7246
New Hampshire,33,9143,456
North Carolina,37,231564,3791
New Jersey,34,215416,16174
Colorado,08,78752,2134
Maryland,24,131853,3999
Nevada,32,85922,1663
Tennessee,47,211426,2738
Hawaii,15,13633,168
Indiana,18,137359,3789
Kentucky,21,82358,1295
Minnesota,27,112321,2194
Oklahoma,40,99387,1098
Pennsylvania,42,176820,8426
South Carolina,45,157406,3552
District of Columbia,11,15984,637
Kansas,20,67231,769
Missouri,29,148481,2483
Vermont,50,1868,58
Virginia,51,158716,3358
Connecticut,09,60038,4530
Iowa,19,99941,1462
Louisiana,22,174587,5655
Ohio,39,168749,4999
Michigan,26,149448,7221
South Dakota,46,28564,286
Arkansas,05,92833,1569
Delaware,10,22130,654
Mississippi,28,104932,3101
New Mexico,35,32983,911
North Dakota,38,27269,343
Wyoming,56,7611,54
Alaska,02,10608,56
Maine,23,5723,143
Alabama,01,165342,2664
Idaho,16,48155,508
Montana,30,18733,210
West Virginia,54,18128,382
