state,fips,cases,deaths
Washington,53,230642,3186
Illinois,17,906917,16530
California,06,1933083,22980
Arizona,04,461345,7972
Massachusetts,25,327374,11759
Wisconsin,55,494353,4754
Texas,48,1610141,26164
Nebraska,31,158119,1540
Utah,49,252783,1163
Oregon,41,103880,1351
Florida,12,1212573,20679
New York,36,860856,36147
Rhode Island,44,80231,1670
Georgia,13,571301,10072
New Hampshire,33,37388,656
North Carolina,37,484513,6285
New Jersey,34,437671,18223
Colorado,08,312713,4432
Maryland,24,253345,5471
Nevada,32,206195,2801
Tennessee,47,515145,6072
Hawaii,15,20423,280
Indiana,18,471124,7438
Kentucky,21,247243,2701
Minnesota,27,399370,4931
Oklahoma,40,263434,2218
Pennsylvania,42,569413,14021
South Carolina,45,275733,4962
District of Columbia,11,26740,742
Kansas,20,207933,2448
Missouri,29,390512,5291
Vermont,50,6534,111
Virginia,51,310890,4654
Connecticut,09,167377,5676
Iowa,19,268736,3589
Louisiana,22,287261,7107
Ohio,39,629354,8122
Michigan,26,500461,12146
South Dakota,46,95074,1381
Arkansas,05,203107,3295
Delaware,10,51056,871
Mississippi,28,195500,4411
New Mexico,35,130808,2180
North Dakota,38,90127,1239
Wyoming,56,42118,351
Alaska,02,43801,176
Maine,23,19285,293
Alabama,01,324832,4389
Idaho,16,131468,1305
Montana,30,77456,881
West Virginia,54,73337,1129
