state,fips,cases,deaths
Washington,53,47226,1498
Illinois,17,161042,7468
California,06,374922,7607
Arizona,04,138575,2597
Massachusetts,25,112879,8402
Wisconsin,55,44243,842
Texas,48,321254,3889
Nebraska,31,22361,308
Utah,49,32572,238
Oregon,41,13842,256
Florida,12,327233,4804
New York,36,410254,32147
Rhode Island,44,17793,990
Georgia,13,124267,3071
New Hampshire,33,6165,395
North Carolina,37,95633,1638
New Jersey,34,178525,15684
Colorado,08,39409,1753
Maryland,24,76941,3359
Nevada,32,33372,638
Tennessee,47,72072,805
Hawaii,15,1312,22
Indiana,18,56160,2803
Kentucky,21,22162,687
Minnesota,27,45053,1573
Oklahoma,40,24140,445
Pennsylvania,42,104172,7057
South Carolina,45,66060,1096
District of Columbia,11,11115,577
Kansas,20,22199,310
Missouri,29,33536,1151
Vermont,50,1334,56
Virginia,51,75433,2013
Connecticut,09,47893,4396
Iowa,19,37903,785
Louisiana,22,88700,3509
Ohio,39,72280,3112
Michigan,26,80752,6358
South Dakota,46,7789,116
Arkansas,05,31762,353
Delaware,10,13337,521
Mississippi,28,40829,1332
New Mexico,35,16456,565
North Dakota,38,4796,94
Wyoming,56,2069,24
Alaska,02,2083,15
Maine,23,3636,115
Alabama,01,63091,1265
Idaho,16,13879,119
Montana,30,2383,37
West Virginia,54,4783,100
