state,fips,cases,deaths
Washington,53,275832,3775
Illinois,17,1026639,19212
California,06,2687359,29699
Arizona,04,611900,10083
Massachusetts,25,427135,13074
Wisconsin,55,548134,5568
Texas,48,1953816,30441
Nebraska,31,176645,1812
Utah,49,303723,1392
Oregon,41,124476,1607
Florida,12,1464689,22803
New York,36,1119541,39041
Rhode Island,44,97614,1916
Georgia,13,724317,11096
New Hampshire,33,50871,862
North Carolina,37,614715,7468
New Jersey,34,579182,19854
Colorado,08,360857,5262
Maryland,24,303535,6246
Nevada,32,246659,3457
Tennessee,47,634222,7634
Hawaii,15,23122,305
Indiana,18,561579,8966
Kentucky,21,303769,3214
Minnesota,27,434481,5731
Oklahoma,40,324875,2738
Pennsylvania,42,718642,17681
South Carolina,45,350084,5758
District of Columbia,11,31457,813
Kansas,20,245521,3148
Missouri,29,448586,6309
Vermont,50,8790,156
Virginia,51,393715,5381
Connecticut,09,205994,6324
Iowa,19,296171,4127
Louisiana,22,341431,7833
Ohio,39,770977,9599
Michigan,26,560419,14134
South Dakota,46,102901,1570
Arkansas,05,251746,4010
Delaware,10,64475,969
Mississippi,28,236868,5146
New Mexico,35,154954,2734
North Dakota,38,94566,1360
Wyoming,56,46719,489
Alaska,02,49681,215
Maine,23,29019,432
Alabama,01,399150,5299
Idaho,16,149316,1530
Montana,30,86116,1054
West Virginia,54,99778,1570
