state,fips,cases,deaths
Washington,53,23999,1150
Illinois,17,125149,5772
California,06,122917,4484
Arizona,04,22818,1000
Massachusetts,25,102063,7201
Wisconsin,55,20359,627
Texas,48,71330,1793
Nebraska,31,15117,193
Utah,49,10858,117
Oregon,41,4475,159
Florida,12,60175,2606
New York,36,379977,30011
Rhode Island,44,15325,756
Georgia,13,47528,2116
New Hampshire,33,4876,273
North Carolina,37,32276,993
New Jersey,34,162530,11970
Colorado,08,27346,1512
Maryland,24,56490,2668
Nevada,32,9118,429
Tennessee,47,25374,401
Hawaii,15,644,17
Indiana,18,37005,2231
Kentucky,21,10781,469
Minnesota,27,26284,1126
Oklahoma,40,6907,344
Pennsylvania,42,78428,5862
South Carolina,45,13005,525
District of Columbia,11,9120,475
Kansas,20,10332,230
Missouri,29,14286,806
Vermont,50,1026,55
Virginia,51,47856,1445
Connecticut,09,43239,4007
Iowa,19,20943,590
Louisiana,22,41673,2883
Ohio,39,37282,2339
Michigan,26,59215,5604
South Dakota,46,5247,64
Arkansas,05,8425,151
Delaware,10,9746,386
Mississippi,28,16560,794
New Mexico,35,8353,383
North Dakota,38,2709,69
Wyoming,56,921,17
Alaska,02,542,8
Maine,23,2446,95
Alabama,01,19072,653
Idaho,16,3054,83
Montana,30,537,17
West Virginia,54,2102,79
