state,fips,cases,deaths
Washington,53,118459,2542
Illinois,17,455528,10334
California,06,960884,17866
Arizona,04,252843,6087
Massachusetts,25,165161,10085
Wisconsin,55,263640,2273
Texas,48,993894,19000
Nebraska,31,78061,681
Utah,49,124366,632
Oregon,41,47839,710
Florida,12,827372,16960
New York,36,523559,33247
Rhode Island,44,35750,1222
Georgia,13,384531,8359
New Hampshire,33,11808,486
North Carolina,37,286210,4572
New Jersey,34,249019,16403
Colorado,08,122170,2383
Maryland,24,150424,4182
Nevada,32,105706,1825
Tennessee,47,267557,3474
Hawaii,15,15683,218
Indiana,18,198684,4511
Kentucky,21,117654,1611
Minnesota,27,164919,2609
Oklahoma,40,129873,1413
Pennsylvania,42,225698,9009
South Carolina,45,181639,3992
District of Columbia,11,17682,650
Kansas,20,94427,1087
Missouri,29,205036,3197
Vermont,50,2303,58
Virginia,51,187202,3688
Connecticut,09,77060,4656
Iowa,19,142795,1814
Louisiana,22,190845,5995
Ohio,39,235170,5461
Michigan,26,218136,7833
South Dakota,46,51151,482
Arkansas,05,117360,2037
Delaware,10,25753,716
Mississippi,28,123887,3405
New Mexico,35,51110,1082
North Dakota,38,49842,601
Wyoming,56,15409,105
Alaska,02,18064,79
Maine,23,7260,150
Alabama,01,199158,3026
Idaho,16,70005,673
Montana,30,37024,409
West Virginia,54,26547,480
