state,fips,cases,deaths
Washington,53,365029,5296
Illinois,17,1243171,23527
California,06,3664032,58988
Arizona,04,840501,16918
Massachusetts,25,631031,17130
Wisconsin,55,634662,7278
Texas,48,2786512,48307
Nebraska,31,209165,2282
Utah,49,384815,2114
Oregon,41,164256,2390
Florida,12,2047371,33246
New York,36,1858162,49648
Rhode Island,44,136419,2613
Georgia,13,1032045,18381
New Hampshire,33,83340,1237
North Carolina,37,916238,12110
New Jersey,34,900271,24404
Colorado,08,461969,6166
Maryland,24,409260,8260
Nevada,32,303292,5237
Tennessee,47,795088,11761
Hawaii,15,29626,459
Indiana,18,688017,13028
Kentucky,21,428835,6104
Minnesota,27,516686,6913
Oklahoma,40,437853,4850
Pennsylvania,42,1020584,25073
South Carolina,45,550068,9122
District of Columbia,11,44248,1059
Kansas,20,304143,4902
Missouri,29,583933,8920
Vermont,50,19002,225
Virginia,51,616509,10219
Connecticut,09,308439,7883
Iowa,19,350219,5729
Louisiana,22,443905,10122
Ohio,39,1013119,18526
Michigan,26,732621,17048
South Dakota,46,117336,1933
Arkansas,05,330008,5601
Delaware,10,94402,1552
Mississippi,28,304695,7001
New Mexico,35,191230,3927
North Dakota,38,102671,1498
Wyoming,56,56190,695
Alaska,02,61744,299
Maine,23,50030,736
Alabama,01,514619,10526
Idaho,16,179897,1960
Montana,30,104293,1436
West Virginia,54,140991,2638
