state,fips,cases,deaths
Washington,53,3770,179
Illinois,17,3029,37
California,06,4915,104
Arizona,04,665,15
Massachusetts,25,3240,35
Wisconsin,55,930,16
Texas,48,1971,25
Nebraska,31,102,2
Utah,49,480,2
Oregon,41,415,12
Florida,12,3198,46
New York,36,44746,645
Rhode Island,44,203,0
Georgia,13,2198,64
New Hampshire,33,187,2
North Carolina,37,784,3
New Jersey,34,8825,108
Colorado,08,1735,31
Maryland,24,790,5
Nevada,32,621,10
Tennessee,47,1180,6
Hawaii,15,120,0
Indiana,18,992,32
Kentucky,21,302,8
Minnesota,27,398,4
Oklahoma,40,322,8
Pennsylvania,42,2217,23
South Carolina,45,542,13
District of Columbia,11,267,3
Kansas,20,213,4
Missouri,29,670,9
Vermont,50,184,10
Virginia,51,605,14
Connecticut,09,1291,27
Iowa,19,236,3
Louisiana,22,2746,119
Ohio,39,1144,22
Michigan,26,3655,93
South Dakota,46,58,1
Arkansas,05,385,3
Delaware,10,165,2
Mississippi,28,579,8
New Mexico,35,191,1
North Dakota,38,68,1
Wyoming,56,74,0
Alaska,02,85,1
Maine,23,168,1
Alabama,01,639,4
Idaho,16,232,4
Montana,30,121,1
West Virginia,54,96,0
