state,fips,cases,deaths
Washington,53,86169,2130
Illinois,17,277373,8700
California,06,788077,15018
Arizona,04,214018,5480
Massachusetts,25,127540,9310
Wisconsin,55,107343,1250
Texas,48,722460,15159
Nebraska,31,41083,457
Utah,49,63774,440
Oregon,41,30802,528
Florida,12,683746,13295
New York,36,454612,32686
Rhode Island,44,23620,1088
Georgia,13,289096,6453
New Hampshire,33,7947,438
North Carolina,37,193978,3270
New Jersey,34,201553,16067
Colorado,08,65248,2023
Maryland,24,120656,3879
Nevada,32,75914,1532
Tennessee,47,180621,2195
Hawaii,15,11534,119
Indiana,18,113728,3506
Kentucky,21,65413,1139
Minnesota,27,90069,2017
Oklahoma,40,76807,946
Pennsylvania,42,154924,8049
South Carolina,45,137708,3199
District of Columbia,11,14955,620
Kansas,20,53433,597
Missouri,29,115000,1896
Vermont,50,1715,58
Virginia,51,140511,3015
Connecticut,09,55527,4492
Iowa,19,80410,1265
Louisiana,22,162258,5366
Ohio,39,144309,4615
Michigan,26,128148,6971
South Dakota,46,18696,202
Arkansas,05,75723,1181
Delaware,10,19566,621
Mississippi,28,93364,2810
New Mexico,35,27579,849
North Dakota,38,17961,195
Wyoming,56,4871,49
Alaska,02,7704,42
Maine,23,5079,139
Alabama,01,144962,2437
Idaho,16,37768,443
Montana,30,10325,157
West Virginia,54,14054,310
