state,fips,cases,deaths
Washington,53,120123,2552
Illinois,17,466884,10412
California,06,967597,17939
Arizona,04,254961,6111
Massachusetts,25,167274,10123
Wisconsin,55,270074,2340
Texas,48,1003908,19125
Nebraska,31,80693,710
Utah,49,127294,649
Oregon,41,48608,716
Florida,12,832617,17013
New York,36,526767,33267
Rhode Island,44,36380,1224
Georgia,13,387202,8389
New Hampshire,33,12012,488
North Carolina,37,289124,4608
New Jersey,34,251180,16416
Colorado,08,125397,2404
Maryland,24,151964,4194
Nevada,32,107258,1846
Tennessee,47,269292,3508
Hawaii,15,15816,218
Indiana,18,203332,4547
Kentucky,21,119952,1621
Minnesota,27,170361,2645
Oklahoma,40,131751,1429
Pennsylvania,42,229346,9052
South Carolina,45,182872,4005
District of Columbia,11,17792,652
Kansas,20,99605,1172
Missouri,29,210054,3217
Vermont,50,2326,58
Virginia,51,188770,3682
Connecticut,09,78125,4671
Iowa,19,146267,1828
Louisiana,22,191715,6016
Ohio,39,240178,5494
Michigan,26,222423,7883
South Dakota,46,52639,510
Arkansas,05,119230,2056
Delaware,10,26035,716
Mississippi,28,124854,3419
New Mexico,35,52394,1088
North Dakota,38,51607,618
Wyoming,56,16405,105
Alaska,02,18589,79
Maine,23,7444,150
Alabama,01,200714,3049
Idaho,16,71496,685
Montana,30,38012,420
West Virginia,54,27087,487
