state,fips,cases,deaths
Washington,53,133612,2638
Illinois,17,564086,11098
California,06,1027016,18254
Arizona,04,273400,6300
Massachusetts,25,186142,10293
Wisconsin,55,323604,2748
Texas,48,1083132,20035
Nebraska,31,96834,795
Utah,49,151141,712
Oregon,41,56018,760
Florida,12,875088,17488
New York,36,561308,33477
Rhode Island,44,41529,1254
Georgia,13,407596,8729
New Hampshire,33,14311,499
North Carolina,37,309703,4783
New Jersey,34,276537,16548
Colorado,08,160459,2554
Maryland,24,164239,4293
Nevada,32,119228,1908
Tennessee,47,299597,3839
Hawaii,15,16619,221
Indiana,18,247466,4888
Kentucky,21,138854,1739
Minnesota,27,216084,2930
Oklahoma,40,150205,1516
Pennsylvania,42,264396,9353
South Carolina,45,194014,4110
District of Columbia,11,18814,658
Kansas,20,117728,1256
Missouri,29,248400,3463
Vermont,50,2843,59
Virginia,51,200799,3799
Connecticut,09,88645,4737
Iowa,19,183557,1985
Louisiana,22,201981,6121
Ohio,39,290243,5714
Michigan,26,275393,8375
South Dakota,46,64182,621
Arkansas,05,132166,2159
Delaware,10,28395,736
Mississippi,28,133340,3540
New Mexico,35,63171,1208
North Dakota,38,62878,732
Wyoming,56,21881,144
Alaska,02,23029,92
Maine,23,8791,163
Alabama,01,215843,3246
Idaho,16,81625,763
Montana,30,45919,519
West Virginia,54,32792,574
