state,fips,cases,deaths
Washington,53,69136,1842
Illinois,17,206505,7959
California,06,621981,11229
Arizona,04,192670,4497
Massachusetts,25,123199,8826
Wisconsin,55,69560,1047
Texas,48,555343,10379
Nebraska,31,30241,363
Utah,49,46413,364
Oregon,41,23018,389
Florida,12,569629,9344
New York,36,429617,32414
Rhode Island,44,20335,1021
Georgia,13,218344,4568
New Hampshire,33,6980,423
North Carolina,37,143956,2370
New Jersey,34,189281,15910
Colorado,08,52868,1897
Maryland,24,100237,3636
Nevada,32,60648,1070
Tennessee,47,128771,1331
Hawaii,15,4802,39
Indiana,18,81561,3128
Kentucky,21,40677,829
Minnesota,27,64459,1745
Oklahoma,40,47798,657
Pennsylvania,42,128531,7525
South Carolina,45,105882,2260
District of Columbia,11,13159,597
Kansas,20,34294,406
Missouri,29,67442,1431
Vermont,50,1509,58
Virginia,51,105750,2381
Connecticut,09,50897,4453
Iowa,19,52065,975
Louisiana,22,136860,4430
Ohio,39,107674,3824
Michigan,26,101831,6586
South Dakota,46,10118,152
Arkansas,05,51992,600
Delaware,10,16396,593
Mississippi,28,71755,2080
New Mexico,35,23302,711
North Dakota,38,8448,125
Wyoming,56,3227,30
Alaska,02,4952,26
Maine,23,4144,127
Alabama,01,107580,1896
Idaho,16,27620,269
Montana,30,5663,82
West Virginia,54,8457,160
