state,fips,cases,deaths
Washington,53,179,22
Illinois,17,11,0
California,06,172,2
Arizona,04,6,0
Massachusetts,25,41,0
Wisconsin,55,2,0
Texas,48,24,0
Nebraska,31,16,0
Utah,49,3,0
Oregon,41,13,0
Florida,12,14,2
New York,36,142,0
Rhode Island,44,3,0
Georgia,13,17,0
New Hampshire,33,4,0
North Carolina,37,7,0
New Jersey,34,11,0
Colorado,08,12,0
Maryland,24,6,0
Nevada,32,4,0
Tennessee,47,4,0
Hawaii,15,2,0
Indiana,18,4,0
Kentucky,21,5,0
Minnesota,27,2,0
Oklahoma,40,1,0
Pennsylvania,42,10,0
South Carolina,45,7,0
District of Columbia,11,4,0
Kansas,20,1,0
Missouri,29,1,0
Vermont,50,1,0
Virginia,51,5,0
Connecticut,09,2,0
Iowa,19,8,0
Louisiana,22,1,0
Ohio,39,3,0
Michigan,26,0,0
South Dakota,46,0,0
Arkansas,05,0,0
Delaware,10,0,0
Mississippi,28,0,0
New Mexico,35,0,0
North Dakota,38,0,0
Wyoming,56,0,0
Alaska,02,0,0
Maine,23,0,0
Alabama,01,0,0
Idaho,16,0,0
Montana,30,0,0
West Virginia,54,0,0
