state,fips,cases,deaths
Washington,53,232204,3214
Illinois,17,913265,16677
California,06,1968430,23254
Arizona,04,470351,8133
Massachusetts,25,331174,11804
Wisconsin,55,497380,4882
Texas,48,1632297,26363
Nebraska,31,159267,1553
Utah,49,255085,1175
Oregon,41,105091,1382
Florida,12,1223007,20753
New York,36,871155,36300
Rhode Island,44,81187,1678
Georgia,13,579957,10135
New Hampshire,33,38008,656
North Carolina,37,491242,6342
New Jersey,34,442274,18326
Colorado,08,315397,4464
Maryland,24,255666,5519
Nevada,32,207351,2832
Tennessee,47,519475,6205
Hawaii,15,20487,280
Indiana,18,474797,7581
Kentucky,21,250089,2739
Minnesota,27,401070,4955
Oklahoma,40,265620,2240
Pennsylvania,42,577183,14244
South Carolina,45,278055,4976
District of Columbia,11,26900,744
Kansas,20,208109,2448
Missouri,29,393488,5474
Vermont,50,6608,112
Virginia,51,314481,4705
Connecticut,09,168960,5703
Iowa,19,270294,3653
Louisiana,22,290960,7158
Ohio,39,637032,8252
Michigan,26,503980,12333
South Dakota,46,95509,1381
Arkansas,05,205048,3338
Delaware,10,51623,872
Mississippi,28,197691,4490
New Mexico,35,132075,2203
North Dakota,38,90459,1244
Wyoming,56,42379,373
Alaska,02,44241,186
Maine,23,19743,303
Alabama,01,329811,4452
Idaho,16,132950,1317
Montana,30,78017,901
West Virginia,54,74737,1171
