state,fips,cases,deaths
Washington,53,214085,3123
Illinois,17,865261,15591
California,06,1655086,21483
Arizona,04,427121,7428
Massachusetts,25,298160,11443
Wisconsin,55,475340,4412
Texas,48,1513359,24796
Nebraska,31,151901,1464
Utah,49,237787,1078
Oregon,41,96093,1213
Florida,12,1143786,20081
New York,36,799551,35425
Rhode Island,44,75237,1570
Georgia,13,534488,9856
New Hampshire,33,32545,604
North Carolina,37,447303,5926
New Jersey,34,411282,17872
Colorado,08,295558,4131
Maryland,24,239694,5206
Nevada,32,192109,2609
Tennessee,47,460454,5557
Hawaii,15,19541,272
Indiana,18,437513,6968
Kentucky,21,231287,2499
Minnesota,27,384223,4542
Oklahoma,40,241991,2086
Pennsylvania,42,515009,12930
South Carolina,45,257320,4756
District of Columbia,11,25339,720
Kansas,20,193555,2109
Missouri,29,370869,4959
Vermont,50,5923,100
Virginia,51,288309,4470
Connecticut,09,155462,5466
Iowa,19,258253,3337
Louisiana,22,272276,6895
Ohio,39,579357,7654
Michigan,26,477613,11488
South Dakota,46,91699,1261
Arkansas,05,189198,3016
Delaware,10,47142,826
Mississippi,28,183300,4252
New Mexico,35,122557,2006
North Dakota,38,88401,1176
Wyoming,56,40064,328
Alaska,02,41645,172
Maine,23,16760,265
Alabama,01,301533,4124
Idaho,16,124286,1219
Montana,30,74160,826
West Virginia,54,65708,1012
