state,fips,cases,deaths
Washington,53,355706,5225
Illinois,17,1219667,23287
California,06,3635303,57187
Arizona,04,834607,16645
Massachusetts,25,608318,16759
Wisconsin,55,627949,7211
Texas,48,2746187,47199
Nebraska,31,206196,2241
Utah,49,380398,2041
Oregon,41,160642,2362
Florida,12,1994109,32597
New York,36,1767547,48773
Rhode Island,44,132616,2594
Georgia,13,1015565,17861
New Hampshire,33,79702,1207
North Carolina,37,896687,11812
New Jersey,34,853347,24076
Colorado,08,449206,6144
Maryland,24,396930,8113
Nevada,32,300434,5157
Tennessee,47,782482,11578
Hawaii,15,28509,448
Indiana,18,678669,12907
Kentucky,21,422546,5524
Minnesota,27,501526,6830
Oklahoma,40,434075,4788
Pennsylvania,42,982115,24781
South Carolina,45,537498,8938
District of Columbia,11,42892,1046
Kansas,20,301786,4837
Missouri,29,577070,8811
Vermont,50,17247,217
Virginia,51,600550,10182
Connecticut,09,295484,7822
Iowa,19,344860,5673
Louisiana,22,439543,9974
Ohio,39,995785,17992
Michigan,26,683339,16835
South Dakota,46,115203,1919
Arkansas,05,328045,5515
Delaware,10,91425,1517
Mississippi,28,301924,6938
New Mexico,35,189158,3879
North Dakota,38,101434,1490
Wyoming,56,55479,693
Alaska,02,60606,296
Maine,23,47832,727
Alabama,01,510048,10391
Idaho,16,176910,1940
Montana,30,102736,1407
West Virginia,54,136716,2570
