state,fips,cases,deaths
Washington,53,43538,1439
Illinois,17,156288,7398
California,06,336206,7086
Arizona,04,123917,2250
Massachusetts,25,111827,8330
Wisconsin,55,40603,828
Texas,48,273732,3313
Nebraska,31,21444,298
Utah,49,30282,216
Oregon,41,12511,240
Florida,12,282427,4276
New York,36,406962,32075
Rhode Island,44,17487,984
Georgia,13,111937,2972
New Hampshire,33,6068,391
North Carolina,37,87653,1547
New Jersey,34,177469,15560
Colorado,08,37303,1728
Maryland,24,74124,3325
Nevada,32,28597,596
Tennessee,47,63615,738
Hawaii,15,1222,21
Indiana,18,53327,2762
Kentucky,21,20127,656
Minnesota,27,42810,1542
Oklahoma,40,20745,424
Pennsylvania,42,100378,6955
South Carolina,45,58168,972
District of Columbia,11,10906,568
Kansas,20,20265,301
Missouri,29,29781,1126
Vermont,50,1301,56
Virginia,51,71642,1968
Connecticut,09,47510,4371
Iowa,19,35631,755
Louisiana,22,79935,3423
Ohio,39,66853,3064
Michigan,26,77354,6324
South Dakota,46,7524,109
Arkansas,05,28939,323
Delaware,10,12879,517
Mississippi,28,36680,1250
New Mexico,35,15291,548
North Dakota,38,4446,91
Wyoming,56,1903,21
Alaska,02,1843,15
Maine,23,3558,114
Alabama,01,55545,1124
Idaho,16,11531,102
Montana,30,1908,32
West Virginia,54,4313,97
