state,fips,cases,deaths
Washington,53,79900,2042
Illinois,17,250882,8405
California,06,737073,13708
Arizona,04,205518,5207
Massachusetts,25,122196,9116
Wisconsin,55,85517,1177
Texas,48,663246,13660
Nebraska,31,35805,415
Utah,49,54364,421
Oregon,41,27857,482
Florida,12,643859,11810
New York,36,443497,32579
Rhode Island,44,22243,1055
Georgia,13,265215,5842
New Hampshire,33,7424,432
North Carolina,37,176124,2913
New Jersey,34,195530,15985
Colorado,08,59362,1978
Maryland,24,112104,3796
Nevada,32,71184,1390
Tennessee,47,159893,1838
Hawaii,15,9667,83
Indiana,18,101094,3362
Kentucky,21,56016,1033
Minnesota,27,79932,1903
Oklahoma,40,63187,850
Pennsylvania,42,143301,7837
South Carolina,45,124289,2877
District of Columbia,11,14238,611
Kansas,20,46051,482
Missouri,29,93713,1728
Vermont,50,1647,58
Virginia,51,125727,2677
Connecticut,09,53365,4468
Iowa,19,69690,1165
Louisiana,22,152369,5035
Ohio,39,129785,4256
Michigan,26,117267,6809
South Dakota,46,14889,173
Arkansas,05,65226,882
Delaware,10,17892,608
Mississippi,28,86478,2569
New Mexico,35,26048,800
North Dakota,38,13338,159
Wyoming,56,4006,42
Alaska,02,6514,39
Maine,23,4667,134
Alabama,01,131803,2275
Idaho,16,33884,386
Montana,30,8178,116
West Virginia,54,11289,243
