state,fips,cases,deaths
Washington,53,40369,1410
Illinois,17,152188,7333
California,06,303516,6825
Arizona,04,112783,2047
Massachusetts,25,110897,8268
Wisconsin,55,37358,821
Texas,48,240025,3037
Nebraska,31,20658,294
Utah,49,27632,205
Oregon,41,11247,233
Florida,12,232710,4008
New York,36,404207,31979
Rhode Island,44,17243,974
Georgia,13,98693,2880
New Hampshire,33,5973,387
North Carolina,37,79564,1487
New Jersey,34,176217,15448
Colorado,08,35604,1707
Maryland,24,72037,3288
Nevada,32,25055,574
Tennessee,47,56531,700
Hawaii,15,1112,19
Indiana,18,50829,2739
Kentucky,21,18576,640
Minnesota,27,40201,1528
Oklahoma,40,18496,410
Pennsylvania,42,97634,6895
South Carolina,45,50691,905
District of Columbia,11,10679,568
Kansas,20,18031,294
Missouri,29,27301,1095
Vermont,50,1272,56
Virginia,51,67988,1937
Connecticut,09,47209,4348
Iowa,19,33316,742
Louisiana,22,72102,3355
Ohio,39,61331,3006
Michigan,26,75247,6275
South Dakota,46,7336,101
Arkansas,05,26052,309
Delaware,10,12531,517
Mississippi,28,33591,1204
New Mexico,35,14251,533
North Dakota,38,4074,89
Wyoming,56,1774,21
Alaska,02,1521,15
Maine,23,3486,111
Alabama,01,49174,1068
Idaho,16,9598,101
Montana,30,1466,25
West Virginia,54,3826,95
