state,fips,cases,deaths
Washington,53,132183,2634
Illinois,17,553083,10907
California,06,1019052,18218
Arizona,04,270596,6257
Massachusetts,25,183095,10265
Wisconsin,55,318023,2694
Texas,48,1073382,19917
Nebraska,31,95010,794
Utah,49,146155,703
Oregon,41,54937,759
Florida,12,870544,17444
New York,36,555917,33452
Rhode Island,44,41529,1254
Georgia,13,404577,8678
New Hampshire,33,13929,498
North Carolina,37,306498,4749
New Jersey,34,272184,16522
Colorado,08,155761,2541
Maryland,24,162181,4273
Nevada,32,117322,1896
Tennessee,47,295135,3814
Hawaii,15,16514,221
Indiana,18,239139,4863
Kentucky,21,135855,1729
Minnesota,27,207395,2895
Oklahoma,40,147358,1493
Pennsylvania,42,260001,9306
South Carolina,45,192101,4101
District of Columbia,11,18666,657
Kansas,20,117282,1256
Missouri,29,241236,3452
Vermont,50,2743,59
Virginia,51,199262,3785
Connecticut,09,88645,4737
Iowa,19,178890,1972
Louisiana,22,201981,6121
Ohio,39,282528,5700
Michigan,26,268072,8312
South Dakota,46,62327,568
Arkansas,05,130318,2148
Delaware,10,28016,734
Mississippi,28,131970,3519
New Mexico,35,62006,1198
North Dakota,38,60608,713
Wyoming,56,21341,127
Alaska,02,22282,91
Maine,23,8639,162
Alabama,01,213617,3231
Idaho,16,80440,756
Montana,30,44297,483
West Virginia,54,31639,565
