state,fips,cases,deaths
Washington,53,96837,2288
Illinois,17,317501,9207
California,06,851228,16502
Arizona,04,224101,5746
Massachusetts,25,137701,9577
Wisconsin,55,152831,1453
Texas,48,826241,16955
Nebraska,31,50168,522
Utah,49,83307,508
Oregon,41,36538,600
Florida,12,728913,15185
New York,36,476422,32867
Rhode Island,44,26294,1130
Georgia,13,333934,7178
New Hampshire,33,8970,450
North Carolina,37,227756,3768
New Jersey,34,213801,16164
Colorado,08,77068,2115
Maryland,24,130652,3990
Nevada,32,84785,1658
Tennessee,47,207823,2702
Hawaii,15,13461,165
Indiana,18,133864,3761
Kentucky,21,80633,1283
Minnesota,27,109365,2174
Oklahoma,40,97088,1091
Pennsylvania,42,174352,8387
South Carolina,45,155676,3530
District of Columbia,11,15843,634
Kansas,20,67086,765
Missouri,29,145034,2463
Vermont,50,1846,58
Virginia,51,156649,3344
Connecticut,09,60038,4530
Iowa,19,98023,1454
Louisiana,22,173406,5635
Ohio,39,166102,4994
Michigan,26,147880,7202
South Dakota,46,27215,277
Arkansas,05,91312,1530
Delaware,10,21827,651
Mississippi,28,103681,3080
New Mexico,35,32241,902
North Dakota,38,26044,325
Wyoming,56,7335,54
Alaska,02,10099,56
Maine,23,5666,143
Alabama,01,163465,2653
Idaho,16,47674,506
Montana,30,17478,206
West Virginia,54,17707,376
