state,fips,cases,deaths
Washington,53,99311,2311
Illinois,17,329160,9288
California,06,863614,16650
Arizona,04,226749,5767
Massachusetts,25,140412,9630
Wisconsin,55,164137,1521
Texas,48,842316,17165
Nebraska,31,53543,533
Utah,49,87825,524
Oregon,41,37788,605
Florida,12,738741,15530
New York,36,481436,32905
Rhode Island,44,26960,1139
Georgia,13,340758,7282
New Hampshire,33,9279,456
North Carolina,37,234842,3849
New Jersey,34,216873,16182
Colorado,08,80414,2181
Maryland,24,132839,4012
Nevada,32,86970,1677
Tennessee,47,215423,2768
Hawaii,15,13736,172
Indiana,18,140505,3822
Kentucky,21,83967,1318
Minnesota,27,114627,2204
Oklahoma,40,101493,1119
Pennsylvania,42,179673,8458
South Carolina,45,158883,3576
District of Columbia,11,16068,637
Kansas,20,69392,786
Missouri,29,150496,2495
Vermont,50,1886,58
Virginia,51,160805,3372
Connecticut,09,61697,4533
Iowa,19,101531,1491
Louisiana,22,175329,5679
Ohio,39,171626,5017
Michigan,26,152842,7257
South Dakota,46,29339,288
Arkansas,05,94167,1611
Delaware,10,22394,659
Mississippi,28,105941,3115
New Mexico,35,33713,918
North Dakota,38,28250,362
Wyoming,56,7964,57
Alaska,02,10960,56
Maine,23,5780,143
Alabama,01,167193,2665
Idaho,16,49987,514
Montana,30,19682,217
West Virginia,54,18555,387
