state,fips,cases,deaths
Washington,53,331033,4739
Illinois,17,1163232,22087
California,06,3479469,46865
Arizona,04,796094,14957
Massachusetts,25,555895,15424
Wisconsin,55,606651,6747
Texas,48,2564337,41320
Nebraska,31,197449,2123
Utah,49,360642,1790
Oregon,41,150034,2137
Florida,12,1821929,28682
New York,36,1531797,45295
Rhode Island,44,120821,2290
Georgia,13,938577,15377
New Hampshire,33,70505,1130
North Carolina,37,822781,10482
New Jersey,34,743819,22440
Colorado,08,415261,5913
Maryland,24,370316,7536
Nevada,32,287874,4695
Tennessee,47,741816,10811
Hawaii,15,26729,422
Indiana,18,650842,12149
Kentucky,21,391449,4441
Minnesota,27,472859,6437
Oklahoma,40,412276,3994
Pennsylvania,42,897038,23114
South Carolina,45,483140,7911
District of Columbia,11,38796,979
Kansas,20,289210,4364
Missouri,29,508229,7870
Vermont,50,13561,189
Virginia,51,547424,6996
Connecticut,09,267337,7381
Iowa,19,329039,5236
Louisiana,22,418585,9276
Ohio,39,937541,16340
Michigan,26,628912,16108
South Dakota,46,110205,1838
Arkansas,05,312562,5252
Delaware,10,82672,1282
Mississippi,28,286343,6461
New Mexico,35,180289,3518
North Dakota,38,98581,1461
Wyoming,56,53086,647
Alaska,02,56008,271
Maine,23,42419,647
Alabama,01,479856,9242
Idaho,16,167566,1805
Montana,30,97338,1328
West Virginia,54,127282,2201
