state,fips,cases,deaths
Washington,53,41090,1426
Illinois,17,153406,7349
California,06,311505,6936
Arizona,04,116947,2093
Massachusetts,25,111110,8296
Wisconsin,55,38414,825
Texas,48,249948,3129
Nebraska,31,20834,294
Utah,49,28452,207
Oregon,41,11501,235
Florida,12,244143,4101
New York,36,404997,32004
Rhode Island,44,17312,976
Georgia,13,103597,2915
New Hampshire,33,5991,390
North Carolina,37,81737,1503
New Jersey,34,176575,15479
Colorado,08,36210,1724
Maryland,24,72503,3303
Nevada,32,25961,581
Tennessee,47,58224,713
Hawaii,15,1139,19
Indiana,18,51567,2748
Kentucky,21,19076,647
Minnesota,27,40805,1533
Oklahoma,40,19092,416
Pennsylvania,42,98574,6929
South Carolina,45,52419,929
District of Columbia,11,10743,568
Kansas,20,18799,294
Missouri,29,28060,1107
Vermont,50,1277,56
Virginia,51,68931,1958
Connecticut,09,47287,4348
Iowa,19,34232,748
Louisiana,22,74744,3380
Ohio,39,62856,3032
Michigan,26,75871,6288
South Dakota,46,7401,107
Arkansas,05,26803,313
Delaware,10,12652,517
Mississippi,28,34622,1215
New Mexico,35,14549,539
North Dakota,38,4158,89
Wyoming,56,1790,21
Alaska,02,1579,15
Maine,23,3499,111
Alabama,01,50508,1104
Idaho,16,10073,101
Montana,30,1593,28
West Virginia,54,3983,95
