state,fips,cases,deaths
Washington,53,172175,2895
Illinois,17,727825,13015
California,06,1237192,19209
Arizona,04,327046,6640
Massachusetts,25,226132,10748
Wisconsin,55,411730,3504
Texas,48,1262145,21968
Nebraska,31,129043,1047
Utah,49,195744,871
Oregon,41,75454,919
Florida,12,999311,18596
New York,36,652748,34150
Rhode Island,44,56723,1373
Georgia,13,454328,9198
New Hampshire,33,20994,526
North Carolina,37,364968,5296
New Jersey,34,339133,16993
Colorado,08,234502,3060
Maryland,24,198710,4641
Nevada,32,152726,2149
Tennessee,47,366412,4546
Hawaii,15,18006,242
Indiana,18,341694,5723
Kentucky,21,183255,2065
Minnesota,27,318822,3652
Oklahoma,40,197745,1743
Pennsylvania,42,366971,10439
South Carolina,45,217487,4381
District of Columbia,11,21552,680
Kansas,20,160428,1560
Missouri,29,314981,3981
Vermont,50,4172,69
Virginia,51,237835,4062
Connecticut,09,117295,5020
Iowa,19,230634,2426
Louisiana,22,232414,6420
Ohio,39,421063,6429
Michigan,26,388364,9565
South Dakota,46,80464,946
Arkansas,05,157359,2502
Delaware,10,35654,772
Mississippi,28,153270,3807
New Mexico,35,97095,1568
North Dakota,38,79258,933
Wyoming,56,33305,215
Alaska,02,32407,115
Maine,23,11757,194
Alabama,01,249524,3578
Idaho,16,102158,937
Montana,30,62256,684
West Virginia,54,47842,735
