state,fips,cases,deaths
Washington,53,66225,1780
Illinois,17,197326,7854
California,06,574267,10460
Arizona,04,187634,4157
Massachusetts,25,121315,8741
Wisconsin,55,65427,1009
Texas,48,517182,9064
Nebraska,31,28696,354
Utah,49,44487,346
Oregon,41,21488,362
Florida,12,536953,8276
New York,36,426046,32361
Rhode Island,44,19934,1015
Georgia,13,202276,4138
New Hampshire,33,6840,419
North Carolina,37,137006,2198
New Jersey,34,186884,15878
Colorado,08,51104,1868
Maryland,24,96821,3591
Nevada,32,57022,963
Tennessee,47,120967,1223
Hawaii,15,3615,33
Indiana,18,76734,3044
Kentucky,21,36739,794
Minnesota,27,61557,1701
Oklahoma,40,43962,605
Pennsylvania,42,124269,7378
South Carolina,45,101159,2049
District of Columbia,11,12807,591
Kansas,20,32094,387
Missouri,29,60882,1397
Vermont,50,1462,58
Virginia,51,100749,2327
Connecticut,09,50567,4444
Iowa,19,49164,935
Louisiana,22,132079,4287
Ohio,39,101731,3673
Michigan,26,97472,6527
South Dakota,46,9663,146
Arkansas,05,50028,555
Delaware,10,15634,591
Mississippi,28,67649,1912
New Mexico,35,22444,690
North Dakota,38,7717,117
Wyoming,56,3042,28
Alaska,02,4537,24
Maine,23,4049,125
Alabama,01,103020,1797
Idaho,16,25267,239
Montana,30,5032,75
West Virginia,54,7754,141
