state,fips,cases,deaths
Washington,53,92727,2239
Illinois,17,301540,9007
California,06,828364,16074
Arizona,04,219778,5693
Massachusetts,25,133631,9490
Wisconsin,55,134996,1364
Texas,48,793962,16307
Nebraska,31,46977,498
Utah,49,75175,474
Oregon,41,34180,566
Florida,12,711796,14553
New York,36,466353,32789
Rhode Island,44,25076,1118
Georgia,13,304406,6945
New Hampshire,33,8534,442
North Carolina,37,215035,3628
New Jersey,34,208416,16131
Colorado,08,72454,2069
Maryland,24,126711,3950
Nevada,32,81285,1611
Tennessee,47,195680,2489
Hawaii,15,12754,141
Indiana,18,124959,3656
Kentucky,21,74566,1232
Minnesota,27,101419,2112
Oklahoma,40,89559,1044
Pennsylvania,42,166270,8254
South Carolina,45,149185,3409
District of Columbia,11,15423,629
Kansas,20,62424,699
Missouri,29,133725,2207
Vermont,50,1768,58
Virginia,51,149687,3250
Connecticut,09,58297,4513
Iowa,19,91483,1377
Louisiana,22,168826,5545
Ohio,39,156809,4905
Michigan,26,140057,7110
South Dakota,46,23522,237
Arkansas,05,85779,1391
Delaware,10,20937,642
Mississippi,28,99558,2999
New Mexico,35,30000,887
North Dakota,38,22697,267
Wyoming,56,6214,53
Alaska,02,8964,53
Maine,23,5468,142
Alabama,01,156698,2550
Idaho,16,43528,478
Montana,30,14044,186
West Virginia,54,16307,355
