state,fips,cases,deaths
Washington,53,54421,1595
Illinois,17,173079,7595
California,06,459338,8451
Arizona,04,162041,3313
Massachusetts,25,115637,8529
Wisconsin,55,52685,901
Texas,48,395738,5090
Nebraska,31,24618,322
Utah,49,37973,278
Oregon,41,16764,291
Florida,12,423847,5853
New York,36,416443,32305
Rhode Island,44,18224,1002
Georgia,13,153476,3424
New Hampshire,33,6436,409
North Carolina,37,112802,1807
New Jersey,34,181283,15787
Colorado,08,44364,1795
Maryland,24,84306,3440
Nevada,32,42919,734
Tennessee,47,91330,955
Hawaii,15,1660,25
Indiana,18,63881,2903
Kentucky,21,27682,718
Minnesota,27,51193,1614
Oklahoma,40,31285,496
Pennsylvania,42,111773,7170
South Carolina,45,81199,1491
District of Columbia,11,11780,581
Kansas,20,25649,335
Missouri,29,43477,1231
Vermont,50,1400,56
Virginia,51,84567,2078
Connecticut,09,48776,4413
Iowa,19,42357,829
Louisiana,22,107686,3763
Ohio,39,84073,3307
Michigan,26,86750,6402
South Dakota,46,8395,123
Arkansas,05,38623,401
Delaware,10,14290,579
Mississippi,28,52304,1495
New Mexico,35,19053,614
North Dakota,38,5880,103
Wyoming,56,2475,25
Alaska,02,3100,18
Maine,23,3814,119
Alabama,01,79294,1473
Idaho,16,18262,150
Montana,30,3342,46
West Virginia,54,5960,103
