state,fips,cases,deaths
Washington,53,794,48
Illinois,17,104,0
California,06,588,11
Arizona,04,18,0
Massachusetts,25,197,0
Wisconsin,55,47,0
Texas,48,87,1
Nebraska,31,33,0
Utah,49,40,0
Oregon,41,46,1
Florida,12,141,4
New York,36,950,10
Rhode Island,44,21,0
Georgia,13,118,1
New Hampshire,33,17,0
North Carolina,37,34,0
New Jersey,34,176,3
Colorado,08,161,2
Maryland,24,39,0
Nevada,32,45,1
Tennessee,47,52,0
Hawaii,15,10,0
Indiana,18,24,1
Kentucky,21,22,1
Minnesota,27,54,0
Oklahoma,40,10,0
Pennsylvania,42,81,0
South Carolina,45,33,1
District of Columbia,11,22,0
Kansas,20,11,1
Missouri,29,9,0
Vermont,50,12,0
Virginia,51,51,1
Connecticut,09,41,0
Iowa,19,22,0
Louisiana,22,137,3
Ohio,39,50,0
Michigan,26,54,0
South Dakota,46,10,1
Arkansas,05,22,0
Delaware,10,8,0
Mississippi,28,12,0
New Mexico,35,21,0
North Dakota,38,1,0
Wyoming,56,10,0
Alaska,02,3,0
Maine,23,17,0
Alabama,01,29,0
Idaho,16,5,0
Montana,30,8,0
West Virginia,54,0,0
