state,fips,cases,deaths
Washington,53,33341,1311
Illinois,17,143117,7098
California,06,216955,5937
Arizona,04,73961,1594
Massachusetts,25,108667,8060
Wisconsin,55,30716,786
Texas,48,152866,2408
Nebraska,31,18900,271
Utah,49,21155,167
Oregon,41,8348,204
Florida,12,141067,3418
New York,36,397293,31137
Rhode Island,44,16661,927
Georgia,13,72800,2735
New Hampshire,33,5747,367
North Carolina,37,62178,1338
New Jersey,34,173036,14975
Colorado,08,32290,1676
Maryland,24,67360,3168
Nevada,32,17187,500
Tennessee,47,39945,577
Hawaii,15,883,18
Indiana,18,46071,2619
Kentucky,21,15480,577
Minnesota,27,35584,1460
Oklahoma,40,12944,385
Pennsylvania,42,89785,6655
South Carolina,45,33320,716
District of Columbia,11,10248,550
Kansas,20,14016,272
Missouri,29,21254,1023
Vermont,50,1202,56
Virginia,51,61736,1732
Connecticut,09,46303,4316
Iowa,19,28520,706
Louisiana,22,56349,3199
Ohio,39,50309,2807
Michigan,26,70042,6161
South Dakota,46,6681,91
Arkansas,05,19818,264
Delaware,10,11226,507
Mississippi,28,25899,1039
New Mexico,35,11809,492
North Dakota,38,3504,88
Wyoming,56,1417,20
Alaska,02,1060,12
Maine,23,3191,104
Alabama,01,35441,919
Idaho,16,5543,91
Montana,30,863,22
West Virginia,54,2831,93
