state,fips,cases,deaths
Washington,53,25593,1168
Illinois,17,129543,6142
California,06,134287,4679
Arizona,04,27761,1052
Massachusetts,25,103626,7353
Wisconsin,55,21463,650
Texas,48,77326,1856
Nebraska,31,15752,196
Utah,49,12378,124
Oregon,41,4927,164
Florida,12,64896,2711
New York,36,383591,30239
Rhode Island,44,15642,799
Georgia,13,49995,2176
New Hampshire,33,5079,286
North Carolina,37,36581,1041
New Jersey,34,164497,12214
Colorado,08,28169,1543
Maryland,24,59024,2776
Nevada,32,9815,442
Tennessee,47,27217,417
Hawaii,15,664,17
Indiana,18,38553,2316
Kentucky,21,11701,487
Minnesota,27,28235,1208
Oklahoma,40,7206,348
Pennsylvania,42,80432,6007
South Carolina,45,14800,557
District of Columbia,11,9389,491
Kansas,20,10724,237
Missouri,29,15159,832
Vermont,50,1075,55
Virginia,51,51251,1477
Connecticut,09,44092,4084
Iowa,19,22111,623
Louisiana,22,43163,2944
Ohio,39,38837,2404
Michigan,26,64911,5916
South Dakota,46,5471,65
Arkansas,05,9740,155
Delaware,10,9972,398
Mississippi,28,17768,837
New Mexico,35,9062,400
North Dakota,38,2883,75
Wyoming,56,960,17
Alaska,02,607,8
Maine,23,2588,99
Alabama,01,20925,718
Idaho,16,3197,83
Montana,30,548,18
West Virginia,54,2161,84
