state,fips,cases,deaths
Washington,53,374402,5357
Illinois,17,1269002,23702
California,06,3687632,59949
Arizona,04,846241,17025
Massachusetts,25,650573,17358
Wisconsin,55,641851,7357
Texas,48,2815534,49070
Nebraska,31,212961,2291
Utah,49,388486,2139
Oregon,41,168129,2446
Florida,12,2096739,33821
New York,36,1923414,50332
Rhode Island,44,140025,2635
Georgia,13,1044399,18714
New Hampshire,33,86935,1250
North Carolina,37,930777,12235
New Jersey,34,937979,24744
Colorado,08,473913,6195
Maryland,24,420712,8389
Nevada,32,305929,5308
Tennessee,47,805232,11875
Hawaii,15,30552,464
Indiana,18,696749,13099
Kentucky,21,434238,6295
Minnesota,27,532736,6986
Oklahoma,40,441906,6669
Pennsylvania,42,1060102,25342
South Carolina,45,558631,9213
District of Columbia,11,45328,1076
Kansas,20,306077,4932
Missouri,29,589364,9001
Vermont,50,20442,230
Virginia,51,629155,10415
Connecticut,09,318767,7935
Iowa,19,354828,5836
Louisiana,22,447655,10185
Ohio,39,1030864,18741
Michigan,26,795038,17362
South Dakota,46,118975,1938
Arkansas,05,331505,5660
Delaware,10,97042,1567
Mississippi,28,306611,7077
New Mexico,35,192989,3965
North Dakota,38,104198,1499
Wyoming,56,56700,701
Alaska,02,63785,299
Maine,23,52677,747
Alabama,01,517452,10652
Idaho,16,182661,1984
Montana,30,105660,1490
West Virginia,54,144374,2722
