state,fips,cases,deaths
Washington,53,92166,2227
Illinois,17,299111,8956
California,06,824306,15989
Arizona,04,219214,5674
Massachusetts,25,132870,9480
Wisconsin,55,132176,1358
Texas,48,788066,16220
Nebraska,31,46185,497
Utah,49,74099,460
Oregon,41,33865,561
Florida,12,709136,14443
New York,36,464752,32768
Rhode Island,44,24914,1117
Georgia,13,303010,6903
New Hampshire,33,8317,441
North Carolina,37,213218,3601
New Jersey,34,207676,16127
Colorado,08,71723,2064
Maryland,24,125997,3949
Nevada,32,80507,1603
Tennessee,47,194601,2473
Hawaii,15,12660,138
Indiana,18,123459,3645
Kentucky,21,73619,1225
Minnesota,27,100253,2102
Oklahoma,40,88369,1035
Pennsylvania,42,165078,8234
South Carolina,45,148323,3400
District of Columbia,11,15358,628
Kansas,20,61103,678
Missouri,29,131778,2184
Vermont,50,1755,58
Virginia,51,148721,3228
Connecticut,09,57742,4511
Iowa,19,90483,1366
Louisiana,22,168009,5519
Ohio,39,155314,4817
Michigan,26,139064,7103
South Dakota,46,23136,236
Arkansas,05,84821,1384
Delaware,10,20787,636
Mississippi,28,98886,2979
New Mexico,35,29661,882
North Dakota,38,22221,259
Wyoming,56,6083,53
Alaska,02,8838,53
Maine,23,5431,142
Alabama,01,155744,2548
Idaho,16,42915,473
Montana,30,13626,181
West Virginia,54,16024,354
