state,fips,cases,deaths
Washington,53,75207,1968
Illinois,17,227872,8186
California,06,687612,12547
Arizona,04,199495,4899
Massachusetts,25,126756,8987
Wisconsin,55,77220,1112
Texas,48,619836,12212
Nebraska,31,32727,390
Utah,49,50298,404
Oregon,41,25575,438
Florida,12,608714,10732
New York,36,436063,32499
Rhode Island,44,21454,1041
Georgia,13,244494,5195
New Hampshire,33,7159,430
North Carolina,37,159708,2634
New Jersey,34,192086,15914
Colorado,08,56346,1933
Maryland,24,105996,3717
Nevada,32,66732,1250
Tennessee,47,144400,1623
Hawaii,15,7236,50
Indiana,18,91403,3259
Kentucky,21,47542,927
Minnesota,27,71285,1842
Oklahoma,40,54838,763
Pennsylvania,42,135323,7691
South Carolina,45,114093,2573
District of Columbia,11,13722,605
Kansas,20,40564,445
Missouri,29,79588,1566
Vermont,50,1577,58
Virginia,51,115458,2515
Connecticut,09,52220,4463
Iowa,19,58864,1077
Louisiana,22,145661,4851
Ohio,39,117584,4044
Michigan,26,109645,6692
South Dakota,46,11851,162
Arkansas,05,58023,732
Delaware,10,16986,604
Mississippi,28,80110,2373
New Mexico,35,24732,755
North Dakota,38,10471,142
Wyoming,56,3684,37
Alaska,02,5671,34
Maine,23,4389,132
Alabama,01,119254,2045
Idaho,16,30968,337
Montana,30,6807,98
West Virginia,54,9540,190
