state,fips,cases,deaths
Washington,53,24546,1160
Illinois,17,126317,5834
California,06,126510,4550
Arizona,04,24369,1016
Massachusetts,25,102557,7235
Wisconsin,55,20723,634
Texas,48,73323,1821
Nebraska,31,15379,193
Utah,49,11344,120
Oregon,41,4585,161
Florida,12,61480,2659
New York,36,381019,30066
Rhode Island,44,15441,772
Georgia,13,48280,2143
New Hampshire,33,4953,278
North Carolina,37,33417,1001
New Jersey,34,163336,12049
Colorado,08,27601,1524
Maryland,24,57407,2702
Nevada,32,9306,436
Tennessee,47,25799,405
Hawaii,15,653,17
Indiana,18,37499,2258
Kentucky,21,11051,476
Minnesota,27,26991,1159
Oklahoma,40,7004,345
Pennsylvania,42,78908,5952
South Carolina,45,13453,538
District of Columbia,11,9199,479
Kansas,20,10493,233
Missouri,29,14515,816
Vermont,50,1027,55
Virginia,51,48532,1453
Connecticut,09,43460,4038
Iowa,19,21332,597
Louisiana,22,42100,2912
Ohio,39,37758,2355
Michigan,26,63744,5854
South Dakota,46,5277,65
Arkansas,05,8651,152
Delaware,10,9773,388
Mississippi,28,16769,803
New Mexico,35,8672,387
North Dakota,38,2748,74
Wyoming,56,933,17
Alaska,02,565,8
Maine,23,2482,98
Alabama,01,19387,676
Idaho,16,3111,83
Montana,30,539,18
West Virginia,54,2119,84
