state,fips,cases,deaths
Washington,53,15383,833
Illinois,17,58505,2576
California,06,53753,2213
Arizona,04,8364,353
Massachusetts,25,66263,3846
Wisconsin,55,7785,334
Texas,48,31433,875
Nebraska,31,5332,75
Utah,49,4981,49
Oregon,41,2635,109
Florida,12,35455,1363
New York,36,318134,24035
Rhode Island,44,9289,296
Georgia,13,27268,1161
New Hampshire,33,2429,84
North Carolina,37,11514,428
New Jersey,34,123717,7742
Colorado,08,16118,830
Maryland,24,24568,1251
Nevada,32,5390,257
Tennessee,47,12376,210
Hawaii,15,611,16
Indiana,18,19629,1229
Kentucky,21,4881,252
Minnesota,27,6228,395
Oklahoma,40,3851,238
Pennsylvania,42,51071,2794
South Carolina,45,6489,267
District of Columbia,11,4797,240
Kansas,20,4863,140
Missouri,29,8154,373
Vermont,50,886,50
Virginia,51,17731,616
Connecticut,09,29287,2436
Iowa,19,8641,175
Louisiana,22,29183,1993
Ohio,39,19335,1021
Michigan,26,43191,4020
South Dakota,46,2587,21
Arkansas,05,3372,72
Delaware,10,5038,168
Mississippi,28,7441,291
New Mexico,35,3732,139
North Dakota,38,1153,24
Wyoming,56,579,7
Alaska,02,363,7
Maine,23,1152,56
Alabama,01,7611,288
Idaho,16,2061,64
Montana,30,454,16
West Virginia,54,1185,50
