state,fips,cases,deaths
Washington,53,19756,1020
Illinois,17,96778,4257
California,06,81943,3322
Arizona,04,14170,686
Massachusetts,25,87052,5862
Wisconsin,55,12912,459
Texas,48,49788,1362
Nebraska,31,10625,132
Utah,49,7384,80
Oregon,41,3687,138
Florida,12,46434,1996
New York,36,356278,28302
Rhode Island,44,12795,506
Georgia,13,36634,1624
New Hampshire,33,3652,172
North Carolina,37,19121,684
New Jersey,34,148039,10435
Colorado,08,22174,1224
Maryland,24,39882,2023
Nevada,32,7059,364
Tennessee,47,17767,296
Hawaii,15,630,17
Indiana,18,28897,1765
Kentucky,21,8041,354
Minnesota,27,16372,740
Oklahoma,40,5398,288
Pennsylvania,42,66676,4560
South Carolina,45,8942,391
District of Columbia,11,7270,392
Kansas,20,8439,190
Missouri,29,11225,609
Vermont,50,940,54
Virginia,51,31140,1014
Connecticut,09,38116,3449
Iowa,19,14955,355
Louisiana,22,34832,2563
Ohio,39,28455,1657
Michigan,26,51853,4915
South Dakota,46,4027,44
Arkansas,05,4813,100
Delaware,10,7869,297
Mississippi,28,11432,528
New Mexico,35,6096,270
North Dakota,38,1931,44
Wyoming,56,766,10
Alaska,02,399,8
Maine,23,1713,71
Alabama,01,12086,489
Idaho,16,2455,74
Montana,30,470,16
West Virginia,54,1502,68
