state,fips,cases,deaths
Washington,53,78554,2025
Illinois,17,241282,8322
California,06,722035,13330
Arizona,04,202898,5070
Massachusetts,25,121131,9060
Wisconsin,55,82261,1151
Texas,48,649844,13185
Nebraska,31,34995,408
Utah,49,52950,414
Oregon,41,27085,473
Florida,12,633434,11500
New York,36,440947,32559
Rhode Island,44,22078,1051
Georgia,13,258482,5665
New Hampshire,33,7309,432
North Carolina,37,171140,2806
New Jersey,34,194378,15964
Colorado,08,58392,1960
Maryland,24,109808,3766
Nevada,32,69927,1338
Tennessee,47,154833,1768
Hawaii,15,8966,74
Indiana,18,97853,3325
Kentucky,21,52704,1008
Minnesota,27,77137,1882
Oklahoma,40,60118,821
Pennsylvania,42,140577,7792
South Carolina,45,120503,2794
District of Columbia,11,14077,608
Kansas,20,44529,458
Missouri,29,88974,1669
Vermont,50,1637,58
Virginia,51,122542,2641
Connecticut,09,53108,4467
Iowa,19,66463,1134
Louisiana,22,150734,5004
Ohio,39,125767,4176
Michigan,26,114603,6783
South Dakota,46,14003,169
Arkansas,05,62112,841
Delaware,10,17549,606
Mississippi,28,84365,2526
New Mexico,35,25612,790
North Dakota,38,12271,152
Wyoming,56,3911,41
Alaska,02,6181,36
Maine,23,4567,133
Alabama,01,128239,2217
Idaho,16,33059,374
Montana,30,7715,109
West Virginia,54,10642,230
