state,fips,cases,deaths
Washington,53,309604,4294
Illinois,17,1114798,20950
California,06,3253095,38927
Arizona,04,740599,12668
Massachusetts,25,509503,14304
Wisconsin,55,585600,6306
Texas,48,2310785,36024
Nebraska,31,189847,2010
Utah,49,340684,1620
Oregon,41,140063,1936
Florida,12,1676163,25832
New York,36,1369329,42434
Rhode Island,44,113009,2135
Georgia,13,861830,13222
New Hampshire,33,63563,1006
North Carolina,37,735542,8959
New Jersey,34,676537,21234
Colorado,08,392448,5648
Maryland,24,346734,6996
Nevada,32,274039,4139
Tennessee,47,701997,9230
Hawaii,15,25366,401
Indiana,18,620275,9845
Kentucky,21,356837,3805
Minnesota,27,457385,6192
Oklahoma,40,379110,3388
Pennsylvania,42,824216,21105
South Carolina,45,427231,6673
District of Columbia,11,35865,895
Kansas,20,275468,3718
Missouri,29,487273,7118
Vermont,50,11379,172
Virginia,51,488553,6228
Connecticut,09,247339,6976
Iowa,19,316114,4500
Louisiana,22,392416,8688
Ohio,39,878284,10931
Michigan,26,602896,15303
South Dakota,46,107608,1739
Arkansas,05,288964,4742
Delaware,10,75832,1072
Mississippi,28,268672,5917
New Mexico,35,171047,3200
North Dakota,38,97185,1441
Wyoming,56,51368,596
Alaska,02,53322,252
Maine,23,38170,562
Alabama,01,449086,7172
Idaho,16,161369,1716
Montana,30,92619,1202
West Virginia,54,117775,1953
