state,fips,cases,deaths
Washington,53,16047,846
Illinois,17,63840,2673
California,06,56333,2297
Arizona,04,8919,362
Massachusetts,25,69087,4090
Wisconsin,55,8362,340
Texas,48,33134,914
Nebraska,31,6123,78
Utah,49,5326,50
Oregon,41,2759,109
Florida,12,36889,1398
New York,36,324357,24788
Rhode Island,44,9652,341
Georgia,13,28350,1228
New Hampshire,33,2588,86
North Carolina,37,11871,454
New Jersey,34,128269,7910
Colorado,08,16799,849
Maryland,24,26509,1317
Nevada,32,5627,266
Tennessee,47,13283,216
Hawaii,15,612,17
Indiana,18,20855,1264
Kentucky,21,5370,267
Minnesota,27,7234,428
Oklahoma,40,4044,238
Pennsylvania,42,52992,2880
South Carolina,45,6757,283
District of Columbia,11,5170,258
Kansas,20,5385,154
Missouri,29,8776,387
Vermont,50,902,52
Virginia,51,19492,684
Connecticut,09,29973,2556
Iowa,19,9703,188
Louisiana,22,29746,2064
Ohio,39,20474,1056
Michigan,26,43996,4135
South Dakota,46,2667,21
Arkansas,05,3469,80
Delaware,10,5288,182
Mississippi,28,7877,310
New Mexico,35,4030,156
North Dakota,38,1225,25
Wyoming,56,596,7
Alaska,02,368,7
Maine,23,1205,57
Alabama,01,8112,298
Idaho,16,2106,64
Montana,30,456,16
West Virginia,54,1225,50
