state,fips,cases,deaths
Washington,53,6967,293
Illinois,17,8904,212
California,06,12569,282
Arizona,04,1769,41
Massachusetts,25,10402,192
Wisconsin,55,1916,50
Texas,48,5773,98
Nebraska,31,297,6
Utah,49,1248,7
Oregon,41,899,22
Florida,12,10260,169
New York,36,103689,3716
Rhode Island,44,711,14
Georgia,13,5967,198
New Hampshire,33,540,7
North Carolina,37,2093,23
New Jersey,34,29895,647
Colorado,08,4182,110
Maryland,24,2758,42
Nevada,32,1549,43
Tennessee,47,3032,38
Hawaii,15,317,3
Indiana,18,3455,118
Kentucky,21,762,34
Minnesota,27,789,22
Oklahoma,40,989,38
Pennsylvania,42,8420,102
South Carolina,45,1700,34
District of Columbia,11,757,15
Kansas,20,625,19
Missouri,29,2113,36
Vermont,50,389,17
Virginia,51,2011,46
Connecticut,09,4915,132
Iowa,19,699,11
Louisiana,22,10299,370
Ohio,39,3312,91
Michigan,26,12669,478
South Dakota,46,187,2
Arkansas,05,738,12
Delaware,10,450,14
Mississippi,28,1358,29
New Mexico,35,495,10
North Dakota,38,173,3
Wyoming,56,167,0
Alaska,02,156,2
Maine,23,432,9
Alabama,01,1535,38
Idaho,16,1012,10
Montana,30,262,5
West Virginia,54,242,2
