state,fips,cases,deaths
Washington,53,111893,2468
Illinois,17,410141,10012
California,06,931826,17627
Arizona,04,244099,5934
Massachusetts,25,157146,9975
Wisconsin,55,232092,2034
Texas,48,946023,18477
Nebraska,31,69699,648
Utah,49,112932,601
Oregon,41,44388,677
Florida,12,800208,16719
New York,36,510171,33143
Rhode Island,44,32874,1201
Georgia,13,370157,7768
New Hampshire,33,10884,482
North Carolina,37,272231,4354
New Jersey,34,238316,16339
Colorado,08,104927,2302
Maryland,24,144800,4137
Nevada,32,100038,1777
Tennessee,47,255332,3307
Hawaii,15,15145,215
Indiana,18,178372,4286
Kentucky,21,107620,1543
Minnesota,27,145519,2491
Oklahoma,40,121495,1326
Pennsylvania,42,210586,8860
South Carolina,45,175594,3896
District of Columbia,11,17144,646
Kansas,20,86768,1029
Missouri,29,187830,3014
Vermont,50,2155,58
Virginia,51,179639,3643
Connecticut,09,71207,4616
Iowa,19,125973,1714
Louisiana,22,186649,5919
Ohio,39,212782,5291
Michigan,26,193360,7664
South Dakota,46,44559,415
Arkansas,05,110874,1900
Delaware,10,24751,704
Mississippi,28,119336,3328
New Mexico,35,45909,1007
North Dakota,38,42488,517
Wyoming,56,13028,87
Alaska,02,15803,76
Maine,23,6570,146
Alabama,01,190496,2932
Idaho,16,64175,627
Montana,30,31995,368
West Virginia,54,23990,451
