state,fips,cases,deaths
Washington,53,263713,3611
Illinois,17,994511,18569
California,06,2511822,27486
Arizona,04,571676,9354
Massachusetts,25,397202,12734
Wisconsin,55,531890,5370
Texas,48,1864187,28949
Nebraska,31,172067,1747
Utah,49,288951,1314
Oregon,41,119508,1550
Florida,12,1392115,22187
New York,36,1048538,38315
Rhode Island,44,93852,1870
Georgia,13,682749,10725
New Hampshire,33,47992,792
North Carolina,37,578309,7080
New Jersey,34,551419,19382
Colorado,08,348483,5058
Maryland,24,289927,6082
Nevada,32,235710,3246
Tennessee,47,602397,7200
Hawaii,15,22199,287
Indiana,18,536084,8663
Kentucky,21,284545,3093
Minnesota,27,425320,5520
Oklahoma,40,308268,2571
Pennsylvania,42,679760,16583
South Carolina,45,328073,5498
District of Columbia,11,30166,801
Kansas,20,234700,2897
Missouri,29,432830,6123
Vermont,50,8038,149
Virginia,51,371913,5191
Connecticut,09,196968,6192
Iowa,19,288298,3999
Louisiana,22,326648,7635
Ohio,39,735003,9247
Michigan,26,544858,13598
South Dakota,46,101076,1513
Arkansas,05,238888,3836
Delaware,10,61100,947
Mississippi,28,225444,4975
New Mexico,35,148499,2596
North Dakota,38,93501,1336
Wyoming,56,45569,464
Alaska,02,48302,209
Maine,23,26565,369
Alabama,01,379593,4886
Idaho,16,145134,1474
Montana,30,83529,1006
West Virginia,54,93162,1442
