state,fips,cases,deaths
Washington,53,138602,2661
Illinois,17,586569,11217
California,06,1047360,18304
Arizona,04,277179,6302
Massachusetts,25,190439,10340
Wisconsin,55,334640,2775
Texas,48,1101781,20157
Nebraska,31,101707,810
Utah,49,155779,725
Oregon,41,57646,772
Florida,12,889856,17558
New York,36,568450,33540
Rhode Island,44,43923,1270
Georgia,13,410581,8740
New Hampshire,33,15029,500
North Carolina,37,315314,4843
New Jersey,34,283294,16580
Colorado,08,168890,2605
Maryland,24,168041,4309
Nevada,32,122441,1919
Tennessee,47,312710,3884
Hawaii,15,16711,221
Indiana,18,259318,4936
Kentucky,21,142277,1750
Minnesota,27,231074,2973
Oklahoma,40,156857,1538
Pennsylvania,42,275257,9399
South Carolina,45,196617,4143
District of Columbia,11,19064,660
Kansas,20,124697,1266
Missouri,29,255942,3485
Vermont,50,3008,59
Virginia,51,204637,3806
Connecticut,09,93284,4759
Iowa,19,189597,2023
Louisiana,22,205059,6139
Ohio,39,305364,5742
Michigan,26,288543,8437
South Dakota,46,66278,644
Arkansas,05,134348,2225
Delaware,10,29200,736
Mississippi,28,134898,3545
New Mexico,35,65454,1236
North Dakota,38,64891,749
Wyoming,56,23193,144
Alaska,02,24268,92
Maine,23,9117,165
Alabama,01,219232,3249
Idaho,16,83906,773
Montana,30,48101,528
West Virginia,54,34460,585
