state,fips,cases,deaths
Washington,53,93160,2238
Illinois,17,303807,9033
California,06,831494,16122
Arizona,04,220403,5705
Massachusetts,25,134303,9507
Wisconsin,55,138018,1383
Texas,48,799411,16440
Nebraska,31,47403,503
Utah,49,76231,476
Oregon,41,34512,572
Florida,12,714583,14627
New York,36,468081,32794
Rhode Island,44,25076,1118
Georgia,13,305941,6972
New Hampshire,33,8597,442
North Carolina,37,217049,3647
New Jersey,34,209363,16135
Colorado,08,72929,2071
Maryland,24,127194,3957
Nevada,32,81829,1623
Tennessee,47,196870,2534
Hawaii,15,12887,152
Indiana,18,126414,3669
Kentucky,21,75576,1239
Minnesota,27,102840,2126
Oklahoma,40,90748,1051
Pennsylvania,42,166270,8271
South Carolina,45,150891,3442
District of Columbia,11,15473,629
Kansas,20,62446,698
Missouri,29,134826,2220
Vermont,50,1778,58
Virginia,51,150803,3270
Connecticut,09,58297,4513
Iowa,19,92302,1381
Louisiana,22,168826,5545
Ohio,39,157966,4925
Michigan,26,141236,7125
South Dakota,46,23986,248
Arkansas,05,86525,1407
Delaware,10,21125,645
Mississippi,28,100167,3011
New Mexico,35,30296,890
North Dakota,38,23137,274
Wyoming,56,6365,53
Alaska,02,9111,54
Maine,23,5486,142
Alabama,01,158380,2558
Idaho,16,43702,480
Montana,30,14490,186
West Virginia,54,16468,357
