state,fips,cases,deaths
Washington,53,121220,2552
Illinois,17,479061,10498
California,06,972801,17964
Arizona,04,257384,6147
Massachusetts,25,169576,10146
Wisconsin,55,277568,2385
Texas,48,1009837,19219
Nebraska,31,82395,715
Utah,49,130238,658
Oregon,41,49587,729
Florida,12,837069,17099
New York,36,530354,33287
Rhode Island,44,36380,1224
Georgia,13,389257,8427
New Hampshire,33,12241,489
North Carolina,37,291563,4629
New Jersey,34,254382,16425
Colorado,08,128611,2417
Maryland,24,153198,4201
Nevada,32,109326,1851
Tennessee,47,273603,3556
Hawaii,15,15939,219
Indiana,18,208243,4592
Kentucky,21,122021,1640
Minnesota,27,175008,2679
Oklahoma,40,136258,1438
Pennsylvania,42,232582,9089
South Carolina,45,184742,4015
District of Columbia,11,17891,654
Kansas,20,99671,1166
Missouri,29,213645,3235
Vermont,50,2347,59
Virginia,51,190873,3704
Connecticut,09,78125,4671
Iowa,19,150639,1842
Louisiana,22,191715,6016
Ohio,39,245727,5506
Michigan,26,228706,7943
South Dakota,46,53976,523
Arkansas,05,120828,2068
Delaware,10,26258,716
Mississippi,28,125885,3433
New Mexico,35,53671,1104
North Dakota,38,53209,633
Wyoming,56,16597,105
Alaska,02,19194,79
Maine,23,7603,152
Alabama,01,202482,3082
Idaho,16,72528,685
Montana,30,38948,445
West Virginia,54,27742,502
