state,fips,cases,deaths
Washington,53,18492,977
Illinois,17,84874,3815
California,06,73218,3014
Arizona,04,12176,594
Massachusetts,25,80497,5315
Wisconsin,55,11071,421
Texas,48,43822,1205
Nebraska,31,9072,106
Utah,49,6624,76
Oregon,41,3416,134
Florida,12,42394,1826
New York,36,345828,27448
Rhode Island,44,11835,462
Georgia,13,33866,1494
New Hampshire,33,3299,150
North Carolina,37,15850,615
New Jersey,34,141560,9702
Colorado,08,20442,1062
Maryland,24,34927,1809
Nevada,32,6482,331
Tennessee,47,16261,271
Hawaii,15,627,17
Indiana,18,26044,1619
Kentucky,21,7102,334
Minnesota,27,12916,638
Oklahoma,40,4852,278
Pennsylvania,42,62194,4104
South Carolina,45,8030,362
District of Columbia,11,6584,350
Kansas,20,7552,179
Missouri,29,10369,548
Vermont,50,929,53
Virginia,51,26746,927
Connecticut,09,34855,3125
Iowa,19,13289,306
Louisiana,22,32728,2381
Ohio,39,25727,1483
Michigan,26,48307,4714
South Dakota,46,3732,39
Arkansas,05,4236,97
Delaware,10,6952,247
Mississippi,28,10090,465
New Mexico,35,5364,231
North Dakota,38,1647,40
Wyoming,56,688,7
Alaska,02,383,8
Maine,23,1515,66
Alabama,01,10700,450
Idaho,16,2325,69
Montana,30,462,16
West Virginia,54,1405,59
