state,fips,cases,deaths
Washington,53,20110,1045
Illinois,17,100713,4547
California,06,86125,3514
Arizona,04,14897,747
Massachusetts,25,88970,6066
Wisconsin,55,13779,481
Texas,48,52369,1443
Nebraska,31,11119,141
Utah,49,7717,90
Oregon,41,3801,144
Florida,12,47463,2095
New York,36,359235,28540
Rhode Island,44,13356,538
Georgia,13,38162,1672
New Hampshire,33,3868,190
North Carolina,37,20221,721
New Jersey,34,150399,10747
Colorado,08,22769,1299
Maryland,24,42442,2123
Nevada,32,7301,378
Tennessee,47,18534,309
Hawaii,15,633,17
Indiana,18,29986,1864
Kentucky,21,8336,381
Minnesota,27,17679,786
Oklahoma,40,5532,299
Pennsylvania,42,68151,4794
South Carolina,45,9175,407
District of Columbia,11,7551,407
Kansas,20,8661,197
Missouri,29,11510,643
Vermont,50,944,54
Virginia,51,32908,1074
Connecticut,09,39017,3529
Iowa,19,15868,400
Louisiana,22,35439,2608
Ohio,39,29437,1781
Michigan,26,52988,5060
South Dakota,46,4177,46
Arkansas,05,5003,107
Delaware,10,8194,310
Mississippi,28,11967,570
New Mexico,35,6338,283
North Dakota,38,2095,49
Wyoming,56,787,11
Alaska,02,402,8
Maine,23,1819,73
Alabama,01,13052,522
Idaho,16,2506,77
Montana,30,478,16
West Virginia,54,1567,69
