state,fips,cases,deaths
Washington,53,3208,152
Illinois,17,2538,26
California,06,4060,83
Arizona,04,508,8
Massachusetts,25,2417,25
Wisconsin,55,754,10
Texas,48,1542,21
Nebraska,31,91,0
Utah,49,402,1
Oregon,41,316,11
Florida,12,2478,29
New York,36,39058,502
Rhode Island,44,165,0
Georgia,13,1641,56
New Hampshire,33,158,1
North Carolina,37,639,2
New Jersey,34,6876,82
Colorado,08,1432,24
Maryland,24,581,4
Nevada,32,535,10
Tennessee,47,981,3
Hawaii,15,106,0
Indiana,18,661,23
Kentucky,21,248,5
Minnesota,27,346,2
Oklahoma,40,248,7
Pennsylvania,42,1690,16
South Carolina,45,456,9
District of Columbia,11,231,3
Kansas,20,173,3
Missouri,29,508,8
Vermont,50,158,9
Virginia,51,603,14
Connecticut,09,1012,21
Iowa,19,179,1
Louisiana,22,2305,83
Ohio,39,867,15
Michigan,26,2877,63
South Dakota,46,46,1
Arkansas,05,350,3
Delaware,10,143,1
Mississippi,28,486,6
New Mexico,35,136,1
North Dakota,38,58,0
Wyoming,56,56,0
Alaska,02,69,0
Maine,23,155,0
Alabama,01,538,3
Idaho,16,189,3
Montana,30,90,0
West Virginia,54,76,0
