state,fips,cases,deaths
Washington,53,77122,1992
Illinois,17,235779,8248
California,06,706589,12939
Arizona,04,201695,5033
Massachusetts,25,128229,9049
Wisconsin,55,80311,1132
Texas,48,636547,12807
Nebraska,31,34046,400
Utah,49,51854,408
Oregon,41,26554,463
Florida,12,621578,11118
New York,36,438831,32534
Rhode Island,44,21683,1046
Georgia,13,252813,5478
New Hampshire,33,7254,432
North Carolina,37,166510,2721
New Jersey,34,193391,15937
Colorado,08,57515,1945
Maryland,24,108286,3752
Nevada,32,68981,1305
Tennessee,47,150249,1722
Hawaii,15,8315,62
Indiana,18,95394,3291
Kentucky,21,50170,955
Minnesota,27,75238,1865
Oklahoma,40,58020,799
Pennsylvania,42,138137,7742
South Carolina,45,118324,2709
District of Columbia,11,13959,606
Kansas,20,42011,450
Missouri,29,85133,1615
Vermont,50,1616,58
Virginia,51,119747,2569
Connecticut,09,52495,4465
Iowa,19,64599,1113
Louisiana,22,148568,4931
Ohio,39,122262,4128
Michigan,26,112598,6750
South Dakota,46,13322,167
Arkansas,05,60856,784
Delaware,10,17343,604
Mississippi,28,82676,2441
New Mexico,35,25283,770
North Dakota,38,11706,146
Wyoming,56,3820,37
Alaska,02,6036,34
Maine,23,4512,132
Alabama,01,125235,2162
Idaho,16,32034,360
Montana,30,7340,104
West Virginia,54,10110,213
