state,fips,cases,deaths
Washington,53,52255,1548
Illinois,17,168766,7563
California,06,433175,8190
Arizona,04,153029,3067
Massachusetts,25,114647,8484
Wisconsin,55,49751,887
Texas,48,376104,4714
Nebraska,31,23818,318
Utah,49,36178,271
Oregon,41,15765,277
Florida,12,389860,5517
New York,36,414405,32270
Rhode Island,44,18148,1001
Georgia,13,143857,3288
New Hampshire,33,6318,405
North Carolina,37,107050,1754
New Jersey,34,179807,15730
Colorado,08,42409,1788
Maryland,24,81396,3409
Nevada,32,40088,709
Tennessee,47,84652,913
Hawaii,15,1468,25
Indiana,18,61079,2880
Kentucky,21,25828,706
Minnesota,27,48761,1601
Oklahoma,40,27969,477
Pennsylvania,42,109153,7142
South Carolina,45,76606,1334
District of Columbia,11,11571,581
Kansas,20,24518,326
Missouri,29,39923,1212
Vermont,50,1377,56
Virginia,51,81237,2054
Connecticut,09,48232,4410
Iowa,19,40796,820
Louisiana,22,101762,3686
Ohio,39,80186,3256
Michigan,26,84585,6397
South Dakota,46,8143,121
Arkansas,05,36259,386
Delaware,10,13924,529
Mississippi,28,48053,1436
New Mexico,35,18163,596
North Dakota,38,5497,101
Wyoming,56,2347,25
Alaska,02,2682,17
Maine,23,3737,118
Alabama,01,74212,1397
Idaho,16,16862,142
Montana,30,2924,43
West Virginia,54,5550,103
