state,fips,cases,deaths
Washington,53,343723,5038
Illinois,17,1191207,22759
California,06,3573656,52487
Arizona,04,818268,15979
Massachusetts,25,582543,16144
Wisconsin,55,617700,7019
Texas,48,2661425,44078
Nebraska,31,201556,2205
Utah,49,371548,1940
Oregon,41,155873,2222
Florida,12,1910913,30998
New York,36,1650560,47247
Rhode Island,44,126588,2517
Georgia,13,983879,16834
New Hampshire,33,75588,1170
North Carolina,37,865988,11286
New Jersey,34,792496,23273
Colorado,08,432186,6046
Maryland,24,382884,7879
Nevada,32,294047,4957
Tennessee,47,761891,11327
Hawaii,15,27499,436
Indiana,18,665422,12595
Kentucky,21,408854,4802
Minnesota,27,485298,6554
Oklahoma,40,424888,4478
Pennsylvania,42,938308,24065
South Carolina,45,517976,8562
District of Columbia,11,40684,1019
Kansas,20,297436,4743
Missouri,29,517597,8385
Vermont,50,15284,205
Virginia,51,577174,8783
Connecticut,09,282626,7651
Iowa,19,336890,5472
Louisiana,22,430504,9628
Ohio,39,968874,17348
Michigan,26,647365,16509
South Dakota,46,112470,1888
Arkansas,05,322509,5250
Delaware,10,87080,1422
Mississippi,28,294994,6681
New Mexico,35,185297,3731
North Dakota,38,99882,1475
Wyoming,56,54471,671
Alaska,02,58229,289
Maine,23,44762,703
Alabama,01,493769,9931
Idaho,16,171618,1869
Montana,30,100115,1358
West Virginia,54,132048,2300
